order_id,product_price,quantity,is_high_profit,discount_rate
ORDER_000023,87.82928703424108,3,0,0.18
ORDER_000023,330.1263533909125,2,1,0.18
ORDER_000023,36.41332891554704,2,0,0.18
ORDER_000023,28.01958830605644,2,0,0.18
ORDER_000023,330.18310418940723,1,0,0.18
ORDER_000023,34.10206400433802,2,0,0.18
ORDER_000024,370.33588402495843,2,0,0.06
ORDER_000024,46.89278377837375,2,0,0.06
ORDER_000024,14.871955324964517,2,1,0.06
ORDER_000025,387.3024687207575,2,0,0.12
ORDER_000025,162.23671413281764,3,0,0.12
ORDER_000025,62.49331821719792,1,0,0.12
ORDER_000025,458.86216516331183,3,0,0.12
ORDER_000025,372.50895390357687,1,0,0.12
ORDER_000025,330.0435556613599,3,0,0.12
ORDER_000026,134.70624043988812,3,0,0.06
ORDER_000026,472.2349022853315,1,1,0.06
ORDER_000026,134.40126177419617,2,0,0.06
ORDER_000027,34.95366229200583,2,0,0.08
ORDER_000027,82.87623133754732,1,0,0.08
ORDER_000027,23.028612068224614,2,0,0.08
ORDER_000027,70.55156159598343,2,0,0.08
ORDER_000028,170.9694560062059,3,0,0.1
ORDER_000028,286.36443813507015,3,0,0.1
ORDER_000028,128.42029921920027,2,0,0.1
ORDER_000028,48.87395960294396,3,0,0.1
ORDER_000028,23.685241322040163,2,0,0.1
ORDER_000029,31.73845983173908,2,0,0.08
ORDER_000029,42.4924537148241,3,0,0.08
ORDER_000029,206.81865910878173,3,0,0.08
ORDER_000029,447.49164704309965,1,0,0.08
ORDER_000030,174.90375968855312,3,0,0.1
ORDER_000030,145.0593764953884,2,0,0.1
ORDER_000030,417.71656153032575,3,1,0.1
ORDER_000030,87.1903764612182,2,1,0.1
ORDER_000030,53.25375117174725,3,0,0.1
ORDER_000031,407.8841153676623,3,1,0.04
ORDER_000031,272.43164844827515,3,0,0.04
ORDER_000032,33.499287327762644,3,0,0.14
ORDER_000032,20.972328696242432,3,0,0.14
ORDER_000032,140.34136689168406,1,1,0.14
ORDER_000032,19.89955529916084,2,0,0.14
ORDER_000032,57.712251248666334,3,0,0.14
ORDER_000032,25.923865397052467,1,0,0.14
ORDER_000032,397.003799995793,1,1,0.14
ORDER_000033,143.2654758177781,3,0,0.14
ORDER_000033,57.7137959494995,3,1,0.14
ORDER_000033,12.455873710672902,2,0,0.14
ORDER_000033,265.41037060761437,2,0,0.14
ORDER_000033,285.33711145519135,1,1,0.14
ORDER_000033,232.90961509231886,3,1,0.14
ORDER_000033,471.2491746887872,3,0,0.14
ORDER_000034,268.8501148907021,1,0,0.18
ORDER_000034,442.11064075617605,3,0,0.18
ORDER_000034,273.01974877423686,3,1,0.18
ORDER_000034,43.75557880359844,3,0,0.18
ORDER_000034,139.32558961887756,3,0,0.18
ORDER_000034,12.913184070517488,2,1,0.18
ORDER_000034,392.28727679071466,2,1,0.18
ORDER_000034,177.50806700804043,2,1,0.18
ORDER_000034,25.016497318829188,2,0,0.18
ORDER_000035,28.499438397683583,2,1,0.12
ORDER_000035,441.13953706751545,2,0,0.12
ORDER_000035,236.4997099675707,1,0,0.12
ORDER_000035,349.7097862564368,1,0,0.12
ORDER_000035,21.775741205986094,1,0,0.12
ORDER_000035,18.415479811140294,1,0,0.12
ORDER_000036,408.5628336575162,1,0,0.14
ORDER_000036,45.448886925678366,1,0,0.14
ORDER_000036,115.07365999526696,3,1,0.14
ORDER_000036,120.86778725213385,3,0,0.14
ORDER_000036,22.477088078862902,3,0,0.14
ORDER_000036,190.48076263779726,2,1,0.14
ORDER_000036,147.47642339660203,1,1,0.14
ORDER_000037,25.170092454505408,3,1,0.08
ORDER_000037,460.59937772451656,1,1,0.08
ORDER_000037,498.4189200463066,1,0,0.08
ORDER_000037,262.0867162879254,1,0,0.08
ORDER_000038,12.815797411951522,1,0,0.06
ORDER_000038,29.33209881358056,3,1,0.06
ORDER_000038,19.85336792112566,1,0,0.06
ORDER_000039,20.46431466998003,3,0,0.06
ORDER_000039,94.23238461284777,1,0,0.06
ORDER_000039,39.7913326607975,3,1,0.06
ORDER_000040,473.9242450225112,2,0,0.08
ORDER_000040,213.84959592409285,1,0,0.08
ORDER_000040,12.462631007264683,1,1,0.08
ORDER_000040,26.837194905563745,1,0,0.08
ORDER_000041,100.10332971147457,3,0,0.1
ORDER_000041,35.07785785271818,1,0,0.1
ORDER_000041,26.79327547091681,2,1,0.1
ORDER_000041,368.42075294928566,3,0,0.1
ORDER_000041,144.43643898730667,1,1,0.1
ORDER_000042,19.29891911145082,3,0,0.04
ORDER_000042,480.2672073069839,1,0,0.04
ORDER_000043,356.4323819393753,2,0,0.2
ORDER_000043,470.64516108922373,1,1,0.2
ORDER_000043,15.627650412353699,2,0,0.2
ORDER_000043,185.01488663976173,3,0,0.2
ORDER_000043,148.69148733181152,1,1,0.2
ORDER_000043,427.1193979217342,2,1,0.2
ORDER_000043,344.91322568858106,3,0,0.2
ORDER_000043,199.75435882243926,1,0,0.2
ORDER_000043,114.63674269228784,1,0,0.2
ORDER_000043,68.0769006745157,1,1,0.2
ORDER_000044,60.402654153251,2,1,0.04
ORDER_000044,105.13590394984234,2,1,0.04
ORDER_000045,253.0485147695531,2,1,0.02
ORDER_000046,244.2777209604796,1,0,0.04
ORDER_000046,349.944174818834,3,0,0.04
ORDER_000047,160.8323019063895,3,0,0.08
ORDER_000047,38.27138438284342,2,0,0.08
ORDER_000047,178.9336720271407,2,1,0.08
ORDER_000047,17.317833973845318,3,0,0.08
ORDER_000048,499.72175248813755,1,0,0.16
ORDER_000048,103.86319050043936,2,0,0.16
ORDER_000048,364.3241672600717,2,0,0.16
ORDER_000048,44.81266000299623,3,0,0.16
ORDER_000048,255.5604098398259,1,0,0.16
ORDER_000048,30.52205499156085,1,0,0.16
ORDER_000048,92.0703713402412,3,0,0.16
ORDER_000048,157.6161366048081,2,1,0.16
ORDER_000049,139.83844558466836,2,0,0.16
ORDER_000049,428.96600603499917,1,0,0.16
ORDER_000049,173.455606679385,1,1,0.16
ORDER_000049,157.52022510538148,2,0,0.16
ORDER_000049,347.2258031336363,1,1,0.16
ORDER_000049,350.65570185020954,1,0,0.16
ORDER_000049,16.69322208492057,2,0,0.16
ORDER_000049,465.0005674911805,1,0,0.16
ORDER_000050,111.23876814897145,3,0,0.14
ORDER_000050,292.7354272689778,2,1,0.14
ORDER_000050,12.311778259356153,2,0,0.14
ORDER_000050,17.414863762481062,1,1,0.14
ORDER_000050,13.220138412851723,3,1,0.14
ORDER_000050,168.51244475460334,3,1,0.14
ORDER_000050,45.20756713663551,1,0,0.14
ORDER_000051,177.57852384242975,2,0,0.16
ORDER_000051,120.27410987873878,2,1,0.16
ORDER_000051,38.05299224711662,3,0,0.16
ORDER_000051,37.74771602047701,3,1,0.16
ORDER_000051,58.60022117157544,1,0,0.16
ORDER_000051,36.94752093599691,3,1,0.16
ORDER_000051,219.15464161950132,1,1,0.16
ORDER_000051,48.1099519380197,2,0,0.16
ORDER_000052,429.0057977984221,2,0,0.06
ORDER_000052,34.26640136937158,2,0,0.06
ORDER_000052,20.95428503514971,1,1,0.06
ORDER_000053,13.573934937025726,2,0,0.1
ORDER_000053,186.32785440815584,1,1,0.1
ORDER_000053,429.3878199292299,3,0,0.1
ORDER_000053,108.92291017913348,2,0,0.1
ORDER_000053,67.58415577224291,1,0,0.1
ORDER_000054,184.5164615507164,3,0,0.18
ORDER_000054,242.76222171370082,3,0,0.18
ORDER_000054,499.52473792724487,1,0,0.18
ORDER_000054,465.2356982485793,2,0,0.18
ORDER_000054,247.080826706212,3,0,0.18
ORDER_000054,45.24448255164368,1,1,0.18
ORDER_000054,88.47501518766725,3,0,0.18
ORDER_000054,127.4833699019463,3,0,0.18
ORDER_000054,141.27325888970873,1,0,0.18
ORDER_000055,440.766471672266,2,0,0.18
ORDER_000055,76.30168697159495,3,1,0.18
ORDER_000055,74.11575790288029,1,0,0.18
ORDER_000055,35.8679476317627,1,0,0.18
ORDER_000055,56.619513770702696,3,1,0.18
ORDER_000055,14.357979792167225,3,0,0.18
ORDER_000055,18.46475179125255,2,0,0.18
ORDER_000055,15.069261826013074,3,0,0.18
ORDER_000055,39.59344816042181,2,1,0.18
ORDER_000056,14.33174170682188,2,0,0.14
ORDER_000056,479.7518071710638,1,1,0.14
ORDER_000056,62.79071053953565,1,0,0.14
ORDER_000056,29.22027505232812,1,0,0.14
ORDER_000056,250.73721420352786,2,1,0.14
ORDER_000056,52.43179192125366,3,1,0.14
ORDER_000056,100.9427250057131,3,1,0.14
ORDER_000057,476.4766334673891,2,0,0.12
ORDER_000057,76.80197251385928,3,0,0.12
ORDER_000057,457.3497816011038,2,1,0.12
ORDER_000057,15.840364988663293,1,0,0.12
ORDER_000057,479.2009297635298,2,1,0.12
ORDER_000057,434.3003514222053,1,0,0.12
ORDER_000058,420.71174118288025,1,0,0.14
ORDER_000058,151.19249903763426,2,0,0.14
ORDER_000058,56.29493486221246,2,0,0.14
ORDER_000058,370.39767904245554,1,1,0.14
ORDER_000058,487.6853657771475,3,0,0.14
ORDER_000058,27.274379784326584,2,0,0.14
ORDER_000058,476.6638727208701,2,0,0.14
ORDER_000059,491.88303969846766,1,0,0.02
ORDER_000060,102.37302508025147,3,1,0.18
ORDER_000060,20.422909330152276,3,0,0.18
ORDER_000060,294.67786783340574,1,1,0.18
ORDER_000060,396.64036898169945,1,1,0.18
ORDER_000060,167.58131218894624,2,0,0.18
ORDER_000060,499.85060575061317,1,0,0.18
ORDER_000060,36.32009325954361,1,0,0.18
ORDER_000060,97.81754132204384,1,1,0.18
ORDER_000060,165.8244014614744,3,1,0.18
ORDER_000061,33.98389155374203,2,0,0.06
ORDER_000061,21.054280402200686,2,0,0.06
ORDER_000061,171.7912191324818,1,0,0.06
ORDER_000062,14.090724444601811,3,0,0.18
ORDER_000062,17.623229030176873,3,0,0.18
ORDER_000062,478.5436431990877,2,0,0.18
ORDER_000062,116.24394263472195,2,0,0.18
ORDER_000062,185.90672972359545,3,0,0.18
ORDER_000062,198.30499453901885,3,0,0.18
ORDER_000062,447.3566342672722,2,0,0.18
ORDER_000062,215.89920724538538,3,1,0.18
ORDER_000062,251.77109416991087,2,0,0.18
ORDER_000063,48.297588708746304,3,0,0.16
ORDER_000063,212.20984173046318,3,1,0.16
ORDER_000063,231.12907940687404,3,0,0.16
ORDER_000063,15.590231274349762,3,0,0.16
ORDER_000063,262.7812086770492,1,0,0.16
ORDER_000063,177.65681193970073,2,0,0.16
ORDER_000063,74.29935507829967,3,0,0.16
ORDER_000063,18.754390759222797,3,1,0.16
ORDER_000064,248.66455643931405,1,0,0.1
ORDER_000064,64.09966238044976,1,0,0.1
ORDER_000064,492.8000743142085,3,1,0.1
ORDER_000064,188.5901690387902,3,0,0.1
ORDER_000064,154.07504168568548,2,0,0.1
ORDER_000065,85.9125455089582,3,0,0.1
ORDER_000065,37.89126482266742,1,1,0.1
ORDER_000065,493.3015433016072,2,0,0.1
ORDER_000065,15.407556476633797,2,1,0.1
ORDER_000065,15.483096767031075,1,0,0.1
ORDER_000066,33.052500893145464,1,0,0.16
ORDER_000066,19.737690715074443,3,0,0.16
ORDER_000066,188.75804596368496,3,1,0.16
ORDER_000066,20.87069812268121,2,0,0.16
ORDER_000066,409.37452955715514,3,0,0.16
ORDER_000066,286.6535300070843,1,0,0.16
ORDER_000066,39.00055438455022,2,1,0.16
ORDER_000066,72.4025728500842,3,0,0.16
ORDER_000067,74.94764538186523,3,0,0.2
ORDER_000067,145.2148808268025,3,0,0.2
ORDER_000067,168.90903339102402,3,1,0.2
ORDER_000067,43.5975487149528,3,0,0.2
ORDER_000067,101.79524850204218,3,0,0.2
ORDER_000067,306.3202938630287,3,1,0.2
ORDER_000067,81.25393605086346,3,1,0.2
ORDER_000067,128.3360055407954,3,1,0.2
ORDER_000067,18.253839426246184,2,1,0.2
ORDER_000067,47.848661299796014,2,1,0.2
ORDER_000068,401.7595810382792,2,0,0.08
ORDER_000068,479.89906393410956,3,1,0.08
ORDER_000068,281.8895273631663,2,0,0.08
ORDER_000068,35.98251531902137,2,1,0.08
ORDER_000069,369.19882600053177,1,0,0.2
ORDER_000069,498.74681738187854,2,0,0.2
ORDER_000069,281.1599493057427,2,1,0.2
ORDER_000069,169.78220413262943,2,0,0.2
ORDER_000069,86.24350196524641,3,0,0.2
ORDER_000069,101.8947498293909,1,0,0.2
ORDER_000069,303.96528576315666,2,1,0.2
ORDER_000069,37.770971509538015,1,0,0.2
ORDER_000069,29.233262463947614,3,0,0.2
ORDER_000069,94.37011250840709,1,1,0.2
ORDER_000070,132.17099433893227,2,1,0.04
ORDER_000070,175.40848306641766,2,1,0.04
ORDER_000071,17.36989482243096,3,0,0.14
ORDER_000071,129.39327894504976,3,0,0.14
ORDER_000071,186.79628733460558,1,0,0.14
ORDER_000071,12.821443547761353,3,0,0.14
ORDER_000071,17.62875768158565,2,0,0.14
ORDER_000071,262.0491086374472,3,0,0.14
ORDER_000071,165.91826721407264,3,1,0.14
ORDER_000072,26.263214313065106,3,0,0.06
ORDER_000072,247.5572843960282,2,0,0.06
ORDER_000072,273.27402035817886,1,0,0.06
ORDER_000073,134.8178358152495,2,0,0.08
ORDER_000073,44.19782255802265,3,0,0.08
ORDER_000073,208.643115403648,2,0,0.08
ORDER_000073,103.3859527195763,1,0,0.08
ORDER_000074,31.4678487381742,3,1,0.02
ORDER_000075,195.78773186365666,1,1,0.14
ORDER_000075,317.90798493345346,3,0,0.14
ORDER_000075,35.30916668558472,2,0,0.14
ORDER_000075,91.22689544384643,1,0,0.14
ORDER_000075,97.06287276676636,2,1,0.14
ORDER_000075,196.89468762068068,1,0,0.14
ORDER_000075,10.120897784437632,3,0,0.14
ORDER_000076,10.115059237061907,2,1,0.02
ORDER_000077,102.57367405645851,2,1,0.16
ORDER_000077,36.8719125500341,3,1,0.16
ORDER_000077,290.7382165571732,3,0,0.16
ORDER_000077,13.424069979175766,1,1,0.16
ORDER_000077,76.76716972565495,1,0,0.16
ORDER_000077,107.29359456010259,3,0,0.16
ORDER_000077,39.46674775692583,2,0,0.16
ORDER_000077,118.25190397375677,2,0,0.16
ORDER_000078,39.88442575769428,1,0,0.08
ORDER_000078,33.713412898930386,1,0,0.08
ORDER_000078,368.6079737418755,2,0,0.08
ORDER_000078,111.41125913773251,1,0,0.08
ORDER_000079,343.99774139282783,1,0,0.02
ORDER_000080,465.2746878150296,2,0,0.08
ORDER_000080,75.04475322548971,1,1,0.08
ORDER_000080,58.36797984370195,3,0,0.08
ORDER_000080,150.1578003342292,3,0,0.08
ORDER_000081,32.16385632236801,3,1,0.18
ORDER_000081,140.55437011148013,1,0,0.18
ORDER_000081,27.188190526089137,2,0,0.18
ORDER_000081,28.871215194009494,3,0,0.18
ORDER_000081,91.25981847347327,3,0,0.18
ORDER_000081,16.716221246096403,1,0,0.18
ORDER_000081,457.03589854814646,3,0,0.18
ORDER_000081,399.86531206460097,2,0,0.18
ORDER_000081,20.388072595324978,2,0,0.18
ORDER_000082,43.36476178284421,2,1,0.14
ORDER_000082,11.28749789623221,1,0,0.14
ORDER_000082,410.85168679089645,1,1,0.14
ORDER_000082,21.12200954912542,3,0,0.14
ORDER_000082,360.21840826006735,1,1,0.14
ORDER_000082,474.1798665870419,2,0,0.14
ORDER_000082,195.158266579292,3,1,0.14
ORDER_000083,175.35045185261347,3,0,0.1
ORDER_000083,21.967735336378983,2,1,0.1
ORDER_000083,46.42717185947017,1,1,0.1
ORDER_000083,39.18130547469144,3,1,0.1
ORDER_000083,63.20885770115653,3,0,0.1
ORDER_000084,101.8550376174042,2,1,0.14
ORDER_000084,490.5498947942246,3,1,0.14
ORDER_000084,404.4705431323377,1,0,0.14
ORDER_000084,235.80080253629055,3,0,0.14
ORDER_000084,99.79564977428234,1,0,0.14
ORDER_000084,120.14966244852933,1,1,0.14
ORDER_000084,36.07531460770416,1,0,0.14
ORDER_000085,63.50902398401735,3,1,0.18
ORDER_000085,422.4081475155519,1,0,0.18
ORDER_000085,279.1767670285825,2,0,0.18
ORDER_000085,454.64267559092684,2,0,0.18
ORDER_000085,177.85293695495224,1,0,0.18
ORDER_000085,179.72777166602387,2,0,0.18
ORDER_000085,137.16158762968274,1,0,0.18
ORDER_000085,446.18437776602946,1,1,0.18
ORDER_000085,139.2640001575266,2,1,0.18
ORDER_000086,34.05045256936585,1,1,0.16
ORDER_000086,158.56934485344618,3,0,0.16
ORDER_000086,190.01076556333402,3,0,0.16
ORDER_000086,19.85547610119914,3,1,0.16
ORDER_000086,289.20086176966976,1,0,0.16
ORDER_000086,496.5130688263905,1,0,0.16
ORDER_000086,237.03656453177325,1,0,0.16
ORDER_000086,26.22789486368944,3,0,0.16
ORDER_000087,139.85567241357515,1,1,0.16
ORDER_000087,488.53831723151546,3,0,0.16
ORDER_000087,311.1016934481714,3,1,0.16
ORDER_000087,218.64476767521134,2,0,0.16
ORDER_000087,206.66336725351889,3,0,0.16
ORDER_000087,24.20386375126601,2,0,0.16
ORDER_000087,25.853972622444378,2,0,0.16
ORDER_000087,41.01306909267576,1,0,0.16
ORDER_000088,447.0376699931259,3,0,0.06
ORDER_000088,458.0983463170818,2,0,0.06
ORDER_000088,17.36732094620543,2,1,0.06
ORDER_000089,69.16462364474134,1,0,0.12
ORDER_000089,114.67537565840719,2,1,0.12
ORDER_000089,22.194232902024446,1,0,0.12
ORDER_000089,20.872478592586184,1,0,0.12
ORDER_000089,98.3546955100384,2,0,0.12
ORDER_000089,485.66633841199064,3,0,0.12
ORDER_000090,23.28129101677945,1,1,0.06
ORDER_000090,46.01647840040089,2,1,0.06
ORDER_000090,39.62899091727496,2,1,0.06
ORDER_000091,161.27101448391466,3,0,0.02
ORDER_000092,133.42130049730457,1,0,0.14
ORDER_000092,125.84371493108996,3,1,0.14
ORDER_000092,243.591467637451,3,0,0.14
ORDER_000092,37.93319226126387,3,1,0.14
ORDER_000092,29.492762080489264,2,1,0.14
ORDER_000092,27.143622579847992,2,1,0.14
ORDER_000092,188.56678892375342,2,0,0.14
ORDER_000093,206.4117427917679,2,1,0.04
ORDER_000093,92.90508475964792,3,0,0.04
ORDER_000094,50.64054497378481,1,0,0.02
ORDER_000095,43.20550258938145,1,1,0.18
ORDER_000095,409.81641311793817,1,0,0.18
ORDER_000095,14.130343659229695,2,0,0.18
ORDER_000095,17.3714639400996,2,0,0.18
ORDER_000095,56.224301836371936,1,1,0.18
ORDER_000095,482.4751208801684,2,0,0.18
ORDER_000095,149.33857762707424,2,1,0.18
ORDER_000095,286.81901949690075,2,1,0.18
ORDER_000095,70.63072764705791,2,0,0.18
ORDER_000096,64.02613583738909,3,0,0.16
ORDER_000096,161.69130922574436,3,1,0.16
ORDER_000096,32.67185378321311,2,0,0.16
ORDER_000096,451.6879193521524,2,0,0.16
ORDER_000096,473.01833797772406,2,0,0.16
ORDER_000096,108.94729719224095,3,0,0.16
ORDER_000096,223.59980232435652,1,0,0.16
ORDER_000096,13.049675527140678,1,0,0.16
ORDER_000097,31.416832641537866,2,0,0.02
ORDER_000098,424.9290161474431,2,1,0.12
ORDER_000098,21.512302450464173,1,0,0.12
ORDER_000098,181.62140909252818,1,1,0.12
ORDER_000098,174.79104619763407,3,1,0.12
ORDER_000098,400.74758810184676,1,1,0.12
ORDER_000098,431.75668017938347,3,0,0.12
ORDER_000099,14.16926359128225,1,1,0.14
ORDER_000099,68.77549319149632,3,0,0.14
ORDER_000099,135.2982613313593,2,0,0.14
ORDER_000099,90.2752661805603,3,1,0.14
ORDER_000099,67.14316002505271,1,0,0.14
ORDER_000099,450.9546036244242,3,0,0.14
ORDER_000099,18.44841629479634,3,0,0.14
ORDER_000100,285.9378928247551,3,1,0.02
ORDER_000101,18.46816556933995,2,0,0.12
ORDER_000101,447.6204999034441,3,1,0.12
ORDER_000101,351.02745826455407,2,0,0.12
ORDER_000101,61.314597226839766,3,0,0.12
ORDER_000101,326.85760280594394,3,0,0.12
ORDER_000101,148.79098866966416,3,1,0.12
ORDER_000102,328.865142658787,2,0,0.1
ORDER_000102,171.65501617330585,3,0,0.1
ORDER_000102,129.66055111272033,2,0,0.1
ORDER_000102,30.081717440493033,1,1,0.1
ORDER_000102,307.0040371182514,3,1,0.1
ORDER_000103,70.97060242766088,3,0,0.02
ORDER_000104,412.1822845825253,3,1,0.06
ORDER_000104,49.430689154528594,1,0,0.06
ORDER_000104,220.04473254012632,1,0,0.06
ORDER_000105,39.198642480772406,3,0,0.16
ORDER_000105,29.961972228224965,2,1,0.16
ORDER_000105,26.597826328168903,3,1,0.16
ORDER_000105,488.75679911155083,2,0,0.16
ORDER_000105,17.94633704797334,2,1,0.16
ORDER_000105,111.37188713471349,2,0,0.16
ORDER_000105,49.068043678769,1,0,0.16
ORDER_000105,280.37481459316746,1,0,0.16
ORDER_000106,435.5749180074653,2,0,0.08
ORDER_000106,87.54136303914879,3,0,0.08
ORDER_000106,15.01146339844222,3,0,0.08
ORDER_000106,483.4780342081423,3,0,0.08
ORDER_000107,48.12654972411379,1,0,0.2
ORDER_000107,255.30115960679458,3,0,0.2
ORDER_000107,15.247793201607326,2,1,0.2
ORDER_000107,411.4004575943256,2,1,0.2
ORDER_000107,179.3627284484044,1,0,0.2
ORDER_000107,20.533557534060883,2,0,0.2
ORDER_000107,445.738869449719,3,0,0.2
ORDER_000107,49.50371285495679,2,0,0.2
ORDER_000107,45.78919367251253,1,0,0.2
ORDER_000107,76.77181526007914,3,0,0.2
ORDER_000108,13.084214160570532,3,0,0.04
ORDER_000108,42.848657158511486,1,0,0.04
ORDER_000109,104.70850358733745,1,0,0.02
ORDER_000110,264.9680623527074,2,1,0.14
ORDER_000110,140.36266020649992,2,1,0.14
ORDER_000110,120.6631862774092,2,0,0.14
ORDER_000110,199.33187811332544,1,0,0.14
ORDER_000110,214.09350553975452,3,1,0.14
ORDER_000110,104.20303515564015,2,1,0.14
ORDER_000110,338.6070621566858,2,1,0.14
ORDER_000111,241.72149197324035,1,1,0.02
ORDER_000112,129.29633499174602,2,1,0.1
ORDER_000112,38.49876946027668,3,0,0.1
ORDER_000112,235.691166945241,3,0,0.1
