order_id,customer_id,order_date,amount,status
ORDER_000026,CUST_1489,2026-04-11 09:08:57.902940,207.67704433677613,pending
ORDER_000027,CUST_1845,2026-02-06 09:08:57.902942,519.0920940294754,pending
ORDER_000028,CUST_4633,2026-02-10 09:08:57.902943,596.4904231734221,cancelled
ORDER_000029,CUST_9455,2026-02-01 09:08:57.902944,55.98590859279775,pending
ORDER_000030,,2026-03-19 09:08:57.902945,,cancelled
ORDER_000031,CUST_5097,2026-03-07 09:08:57.902947,178.8188824504186,completed
ORDER_000032,CUST_7583,2026-01-22 09:08:57.902948,74.40107705542673,cancelled
ORDER_000033,CUST_7467,2026-03-16 09:08:57.902949,949.3966818807999,completed
ORDER_000034,CUST_4750,2026-02-14 09:08:57.902951,965.9757127438138,pending
ORDER_000035,CUST_5708,2026-02-11 09:08:57.902952,810.3133746352966,pending
ORDER_000036,CUST_9017,2026-04-04 09:08:57.902953,311.56763148163697,completed
ORDER_000037,CUST_8422,2026-03-09 09:08:57.902955,106.69539286632003,completed
ORDER_000038,CUST_2157,2026-03-03 09:08:57.902956,687.3906962470353,pending
ORDER_000039,CUST_5037,2026-02-06 09:08:57.902957,445.7509688022053,cancelled
ORDER_000040,,2026-02-12 09:08:57.902958,1308.1785249633106,cancelled
ORDER_000041,CUST_3216,2026-03-09 09:08:57.902960,500.2251410101575,cancelled
ORDER_000042,CUST_6005,2026-02-20 09:08:57.902961,44.04463590406621,cancelled
ORDER_000043,CUST_7566,2026-01-26 09:08:57.902962,910.2271980579942,cancelled
ORDER_000044,CUST_9786,2026-02-07 09:08:57.902964,266.1921817840167,cancelled
ORDER_000045,CUST_2676,2026-04-01 09:08:57.902965,,cancelled
ORDER_000046,CUST_3554,2026-04-18 09:08:57.902966,318.59396532851684,pending
ORDER_000047,CUST_4573,2026-02-03 09:08:57.902967,524.8673409660327,cancelled
ORDER_000048,CUST_6045,2026-04-07 09:08:57.902969,551.2431765498469,cancelled
ORDER_000049,CUST_6548,2026-02-27 09:08:57.902970,193.00591097027177,pending
ORDER_000050,,2026-03-01 09:08:57.902971,969.888781486913,cancelled
ORDER_000051,CUST_5717,2026-04-05 09:08:57.902972,777.3814951275034,cancelled
ORDER_000052,CUST_7148,2026-02-13 09:08:57.902973,940.1039521485473,completed
ORDER_000053,CUST_6948,2026-04-05 09:08:57.902975,895.8790769233724,pending
ORDER_000054,CUST_3157,2026-04-16 09:08:57.902976,601.9209790229743,completed
ORDER_000055,CUST_9907,2026-04-02 09:08:57.902977,922.6554926728857,completed
ORDER_000056,CUST_9898,2026-03-13 09:08:57.902979,97.6075770314003,pending
ORDER_000057,CUST_1590,2026-03-30 09:08:57.902980,204.02303379495373,completed
ORDER_000058,CUST_6002,2026-04-17 09:08:57.902982,54.775016021432684,completed
ORDER_000059,CUST_1665,2026-04-01 09:08:57.902983,332.0770274556317,completed
ORDER_000060,,2026-03-11 09:08:57.902984,,completed
ORDER_000061,CUST_5491,2026-04-11 09:08:57.902985,278.63554145615694,completed
ORDER_000062,CUST_8383,2026-02-07 09:08:57.902987,830.45013406041,completed
ORDER_000063,CUST_4416,2026-04-14 09:08:57.902988,363.1857934266534,cancelled
ORDER_000064,CUST_2539,2026-03-25 09:08:57.902989,288.1251645905069,cancelled
ORDER_000065,CUST_9453,2026-01-20 09:08:57.902990,547.269122326666,pending
ORDER_000066,CUST_3246,2026-04-17 09:08:57.902992,149.51498272501502,completed
ORDER_000067,CUST_8225,2026-03-26 09:08:57.902993,804.1750109464992,completed
ORDER_000068,CUST_9492,2026-01-28 09:08:57.902994,83.80513724297312,completed
ORDER_000069,CUST_6528,2026-03-12 09:08:57.902995,987.0180672345122,pending
ORDER_000070,,2026-02-02 09:08:57.902997,774.5223216036909,completed
ORDER_000071,CUST_4778,2026-02-09 09:08:57.902998,206.72852471883067,completed
ORDER_000072,CUST_1229,2026-02-01 09:08:57.902999,15.466895952366375,cancelled
ORDER_000073,CUST_2671,2026-04-09 09:08:57.903000,817.3068141702859,completed
ORDER_000074,CUST_8611,2026-02-05 09:08:57.903002,709.788770409141,completed
ORDER_000075,CUST_1176,2026-02-09 09:08:57.903003,,completed
ORDER_000076,CUST_8587,2026-02-28 09:08:57.903004,773.5576432190862,pending
ORDER_000077,CUST_8936,2026-04-14 09:08:57.903006,83.30420521674945,cancelled
ORDER_000078,CUST_3034,2026-04-10 09:08:57.903007,364.8810712588299,cancelled
ORDER_000079,CUST_2718,2026-04-07 09:08:57.903009,124.71036892987841,completed
ORDER_000080,,2026-04-04 09:08:57.903010,8644.723916168376,completed
ORDER_000081,CUST_9950,2026-03-26 09:08:57.903011,627.0651455592823,cancelled
ORDER_000082,CUST_7436,2026-02-02 09:08:57.903013,337.5890446041227,cancelled
ORDER_000083,CUST_9528,2026-03-13 09:08:57.903014,72.9227667831634,cancelled
ORDER_000084,CUST_4128,2026-01-31 09:08:57.903015,317.8724984985056,pending
ORDER_000085,CUST_8537,2026-02-05 09:08:57.903017,331.9314888064796,pending
ORDER_000086,CUST_5496,2026-02-06 09:08:57.903018,732.3101165546834,cancelled
ORDER_000087,CUST_1600,2026-03-07 09:08:57.903019,641.181896641661,completed
ORDER_000088,CUST_1040,2026-01-28 09:08:57.903020,888.3406151505633,completed
ORDER_000089,CUST_3510,2026-02-14 09:08:57.903022,477.4927759103298,completed
ORDER_000090,,2026-04-15 09:08:57.903023,,completed
ORDER_000091,CUST_3409,2026-04-06 09:08:57.903024,716.1123393507651,cancelled
ORDER_000092,CUST_5374,2026-03-22 09:08:57.903025,763.1771981307285,pending
ORDER_000093,CUST_2228,2026-04-10 09:08:57.903027,565.6644255938013,completed
ORDER_000094,CUST_4042,2026-01-20 09:08:57.903028,773.2575081550153,completed
ORDER_000095,CUST_8071,2026-04-09 09:08:57.903029,498.85764040074685,completed
ORDER_000096,CUST_6636,2026-02-02 09:08:57.903031,527.5055010881741,pending
ORDER_000097,CUST_5650,2026-02-07 09:08:57.903032,433.26560817496414,completed
ORDER_000098,CUST_8568,2026-03-08 09:08:57.903033,35.164935476654236,pending
ORDER_000099,CUST_6507,2026-04-08 09:08:57.903034,116.81251272337141,cancelled
ORDER_000100,,2026-01-24 09:08:57.903036,411.14893829866907,pending
ORDER_000101,CUST_3915,2026-03-25 09:08:57.903037,640.0463071511426,cancelled
ORDER_000102,CUST_3542,2026-02-28 09:08:57.903038,321.2124212655634,completed
ORDER_000103,CUST_2545,2026-03-08 09:08:57.903039,513.4849842530557,pending
ORDER_000104,CUST_1499,2026-03-31 09:08:57.903041,908.490809186832,cancelled
ORDER_000105,CUST_9020,2026-03-26 09:08:57.903042,,pending
ORDER_000106,CUST_4148,2026-01-21 09:08:57.903043,416.2790938052734,cancelled
ORDER_000107,CUST_1006,2026-02-18 09:08:57.903044,757.9956271576182,pending
ORDER_000108,CUST_3589,2026-03-08 09:08:57.903046,236.51018383670623,cancelled
ORDER_000109,CUST_2821,2026-02-27 09:08:57.903047,86.21011073050506,completed
ORDER_000110,,2026-02-16 09:08:57.903048,296.85393838463034,completed
ORDER_000111,CUST_3055,2026-03-09 09:08:57.903050,169.60907438146438,pending
ORDER_000112,CUST_2555,2026-03-13 09:08:57.903051,930.4006758191473,cancelled
ORDER_000113,CUST_9917,2026-02-16 09:08:57.903052,810.0391757687728,cancelled
ORDER_000114,CUST_7801,2026-03-08 09:08:57.903053,637.0697189453192,cancelled
ORDER_000115,CUST_6217,2026-03-02 09:08:57.903055,872.7459842858406,completed
ORDER_000116,CUST_8872,2026-04-11 09:08:57.903056,805.6353561301233,completed
ORDER_000117,CUST_8143,2026-01-30 09:08:57.903057,194.70435829717547,cancelled
ORDER_000118,CUST_7122,2026-03-30 09:08:57.903058,893.633408505078,cancelled
ORDER_000119,CUST_2708,2026-02-23 09:08:57.903060,543.9488194964943,pending
ORDER_000120,,2026-01-24 09:08:57.903061,,pending
ORDER_000121,CUST_1106,2026-01-29 09:08:57.903062,897.1303869242583,completed
ORDER_000122,CUST_8633,2026-03-13 09:08:57.903063,324.8234402221452,completed
ORDER_000123,CUST_2910,2026-01-28 09:08:57.903065,118.95140528239999,pending
ORDER_000124,CUST_4910,2026-04-18 09:08:57.903066,235.65581091652226,completed
ORDER_000125,CUST_7177,2026-01-31 09:08:57.903067,432.83671073999375,pending
ORDER_000126,CUST_1620,2026-01-23 09:08:57.903068,819.8346182632682,pending
ORDER_000127,CUST_4043,2026-01-21 09:08:57.903070,862.12327742378,cancelled
ORDER_000128,CUST_5130,2026-02-19 09:08:57.903071,16.882609225878795,pending
ORDER_000129,CUST_3740,2026-03-18 09:08:57.903072,515.6398295517901,cancelled
ORDER_000130,,2026-03-17 09:08:57.903074,423.2368931172912,completed
ORDER_000131,CUST_2977,2026-04-08 09:08:57.903075,229.88673236602295,completed
ORDER_000132,CUST_4185,2026-03-27 09:08:57.903076,128.66671366034598,pending
ORDER_000133,CUST_2879,2026-04-14 09:08:57.903078,344.23901968959166,cancelled
ORDER_000134,CUST_5199,2026-04-07 09:08:57.903079,943.480606873394,pending
ORDER_000135,CUST_4517,2026-01-22 09:08:57.903080,,cancelled
ORDER_000136,CUST_8428,2026-03-17 09:08:57.903081,523.6027155259325,cancelled
ORDER_000137,CUST_5337,2026-03-15 09:08:57.903083,705.9887693062261,pending
ORDER_000138,CUST_7936,2026-01-31 09:08:57.903084,369.99330635550103,completed
ORDER_000139,CUST_7522,2026-03-22 09:08:57.903085,972.0642618937511,pending
ORDER_000140,,2026-04-13 09:08:57.903086,9628.228219926901,pending
ORDER_000141,CUST_1076,2026-03-06 09:08:57.903088,259.2644728671105,cancelled
ORDER_000142,CUST_1920,2026-02-23 09:08:57.903089,502.2760208334616,cancelled
ORDER_000143,CUST_4370,2026-04-05 09:08:57.903090,307.86952671860195,completed
ORDER_000144,CUST_8642,2026-03-14 09:08:57.903091,291.9920894336929,pending
ORDER_000145,CUST_1566,2026-02-18 09:08:57.903093,46.51807788098747,pending
ORDER_000146,CUST_2467,2026-04-07 09:08:57.903094,613.4686906400979,cancelled
ORDER_000147,CUST_2094,2026-03-17 09:08:57.903095,507.6522329965729,pending
ORDER_000148,CUST_2576,2026-02-01 09:08:57.903096,60.96396373748946,pending
ORDER_000149,CUST_6169,2026-03-17 09:08:57.903098,285.8599995942453,completed
ORDER_000150,,2026-02-20 09:08:57.903099,,cancelled
ORDER_000151,CUST_1219,2026-04-07 09:08:57.903100,247.1662717603027,cancelled
ORDER_000152,CUST_3580,2026-03-12 09:08:57.903101,153.44592337031085,cancelled
ORDER_000153,CUST_9411,2026-01-23 09:08:57.903103,494.5582326747874,pending
ORDER_000154,CUST_4428,2026-03-26 09:08:57.903104,985.7939495694947,cancelled
ORDER_000155,CUST_2476,2026-03-29 09:08:57.903105,249.6347187963854,pending
ORDER_000156,CUST_9979,2026-03-16 09:08:57.903106,675.4141919318198,pending
ORDER_000157,CUST_5596,2026-04-07 09:08:57.903108,764.0034191754304,cancelled
ORDER_000158,CUST_8021,2026-01-23 09:08:57.903109,245.26116855247568,cancelled
ORDER_000159,CUST_2485,2026-02-17 09:08:57.903110,730.934185125741,cancelled
ORDER_000160,,2026-01-24 09:08:57.903111,3741.053013920607,cancelled
ORDER_000161,CUST_9603,2026-04-08 09:08:57.903113,635.9827722876437,completed
ORDER_000162,CUST_7013,2026-01-25 09:08:57.903114,637.1944136532858,pending
ORDER_000163,CUST_8345,2026-04-02 09:08:57.903115,540.4169372340109,cancelled
ORDER_000164,CUST_1354,2026-02-17 09:08:57.903116,99.38687235386422,pending
ORDER_000165,CUST_5877,2026-03-01 09:08:57.903118,,cancelled
ORDER_000166,CUST_5075,2026-04-04 09:08:57.903119,327.5722643220185,completed
ORDER_000167,CUST_4382,2026-02-09 09:08:57.903120,194.6533252958557,pending
ORDER_000168,CUST_5118,2026-03-04 09:08:57.903121,50.367390139216276,cancelled
ORDER_000169,CUST_1456,2026-03-29 09:08:57.903123,594.9840137563594,completed
ORDER_000170,,2026-03-06 09:08:57.903124,680.7887182238596,pending
ORDER_000171,CUST_6044,2026-03-08 09:08:57.903125,26.42195063857759,cancelled
ORDER_000172,CUST_7649,2026-03-08 09:08:57.903126,516.9721277162882,cancelled
ORDER_000173,CUST_6983,2026-03-31 09:08:57.903128,234.23081744595856,pending
ORDER_000174,CUST_7338,2026-01-27 09:08:57.903129,648.7210625053553,pending
ORDER_000175,CUST_3723,2026-01-31 09:08:57.903130,182.62276471494152,cancelled
ORDER_000176,CUST_6927,2026-03-31 09:08:57.903132,694.0283607214413,pending
ORDER_000177,CUST_4743,2026-03-26 09:08:57.903133,392.86799283753203,pending
ORDER_000178,CUST_5772,2026-04-18 09:08:57.903134,937.3626888493671,cancelled
ORDER_000179,CUST_9878,2026-03-05 09:08:57.903136,146.1457347045333,completed
ORDER_000180,,2026-02-05 09:08:57.903137,,cancelled
ORDER_000181,CUST_5635,2026-03-31 09:08:57.903138,122.33878602818318,pending
ORDER_000182,CUST_8509,2026-02-10 09:08:57.903140,925.4466820957772,completed
ORDER_000183,CUST_2820,2026-02-01 09:08:57.903141,878.5659598471713,cancelled
ORDER_000184,CUST_5873,2026-02-25 09:08:57.903142,265.362211438004,cancelled
ORDER_000185,CUST_4308,2026-02-04 09:08:57.903143,663.3842055738372,cancelled
ORDER_000186,CUST_7653,2026-04-06 09:08:57.903145,819.0499781992037,completed
ORDER_000187,CUST_4793,2026-04-07 09:08:57.903146,559.6488034834678,pending
ORDER_000188,CUST_5672,2026-03-09 09:08:57.903147,534.3540725724464,cancelled
ORDER_000189,CUST_3487,2026-04-02 09:08:57.903148,249.43376799144716,completed
ORDER_000190,,2026-02-08 09:08:57.903150,102.17174012784022,pending
ORDER_000191,CUST_6237,2026-02-21 09:08:57.903151,898.2436003737935,pending
ORDER_000192,CUST_2266,2026-02-07 09:08:57.903152,901.4138765916972,completed
ORDER_000193,CUST_8970,2026-03-21 09:08:57.903153,636.7704427005352,pending
ORDER_000194,CUST_4965,2026-03-08 09:08:57.903155,345.63949313821365,completed
ORDER_000195,CUST_3473,2026-02-23 09:08:57.903156,,pending
ORDER_000196,CUST_5486,2026-04-02 09:08:57.903157,728.6961220815369,pending
ORDER_000197,CUST_5386,2026-02-26 09:08:57.903159,898.1391573530514,cancelled
ORDER_000198,CUST_2540,2026-02-25 09:08:57.903160,888.2155600224661,completed
ORDER_000199,CUST_1837,2026-02-01 09:08:57.903161,782.0767903990476,completed
ORDER_000200,,2026-04-11 09:08:57.903162,6456.1132969274495,completed
ORDER_000201,CUST_1814,2026-01-30 09:08:57.903164,93.29856534509834,cancelled
ORDER_000202,CUST_3447,2026-03-25 09:08:57.903165,170.01242695366764,pending
ORDER_000203,CUST_4951,2026-04-09 09:08:57.903166,899.5686466418084,pending
ORDER_000204,CUST_5782,2026-03-26 09:08:57.903167,610.364769062994,pending
ORDER_000205,CUST_3666,2026-04-03 09:08:57.903169,19.10508110046335,cancelled
ORDER_000206,CUST_2669,2026-03-09 09:08:57.903170,110.45682743737179,cancelled
ORDER_000207,CUST_1516,2026-04-01 09:08:57.903171,666.8667514169753,completed
ORDER_000208,CUST_5374,2026-04-11 09:08:57.903172,15.0109680077565,pending
ORDER_000209,CUST_3453,2026-04-15 09:08:57.903174,169.19997090332367,pending
ORDER_000210,,2026-03-29 09:08:57.903175,,pending
ORDER_000211,CUST_1992,2026-03-01 09:08:57.903176,694.9762457157664,completed
ORDER_000212,CUST_9339,2026-01-26 09:08:57.903178,655.4416469075745,pending
ORDER_000213,CUST_2991,2026-03-17 09:08:57.903179,232.0266163659542,completed
ORDER_000214,CUST_9583,2026-04-12 09:08:57.903180,715.0574291340605,cancelled
ORDER_000215,CUST_8618,2026-03-28 09:08:57.903181,244.87659662183208,cancelled
ORDER_000216,CUST_8355,2026-03-03 09:08:57.903183,332.14570117767505,completed
ORDER_000217,CUST_1756,2026-04-18 09:08:57.903184,749.0264910668438,cancelled
ORDER_000218,CUST_4628,2026-02-23 09:08:57.903185,653.1365700567425,pending
ORDER_000219,CUST_3836,2026-03-21 09:08:57.903187,850.7311763892361,cancelled
ORDER_000220,,2026-03-07 09:08:57.903188,6610.3676337734,pending
ORDER_000221,CUST_9917,2026-01-22 09:08:57.903189,572.6255173021169,completed
ORDER_000222,CUST_3889,2026-02-05 09:08:57.903190,102.73802014981155,pending
ORDER_000223,CUST_2947,2026-02-24 09:08:57.903192,374.0386450288392,pending
ORDER_000224,CUST_4129,2026-01-28 09:08:57.903193,272.5503440049082,completed
ORDER_000225,CUST_5424,2026-01-26 09:08:57.903194,,pending
ORDER_000226,CUST_2752,2026-03-27 09:08:57.903195,973.2804492049211,completed
ORDER_000227,CUST_8186,2026-03-09 09:08:57.903197,399.1667474200928,cancelled
ORDER_000228,CUST_7939,2026-04-04 09:08:57.903198,893.1260896253422,pending
ORDER_000229,CUST_3393,2026-02-25 09:08:57.903199,634.8272397372903,completed
ORDER_000230,,2026-01-23 09:08:57.903200,796.863190506232,completed
ORDER_000231,CUST_9470,2026-02-01 09:08:57.903201,507.61072217414016,completed
ORDER_000232,CUST_3695,2026-04-14 09:08:57.903203,581.1348457800955,cancelled
ORDER_000233,CUST_8265,2026-02-10 09:08:57.903204,497.59251688067525,cancelled
ORDER_000234,CUST_2655,2026-03-28 09:08:57.903205,203.29055792006406,completed
ORDER_000235,CUST_1285,2026-01-27 09:08:57.903207,725.2275941088902,pending
ORDER_000236,CUST_4936,2026-01-26 09:08:57.903208,287.96463881644723,cancelled
ORDER_000237,CUST_6153,2026-02-22 09:08:57.903209,34.0728067671393,pending
ORDER_000238,CUST_4805,2026-03-08 09:08:57.903210,649.0175729480961,pending
ORDER_000239,CUST_1943,2026-02-12 09:08:57.903212,185.33957261297846,completed
ORDER_000240,,2026-02-15 09:08:57.903213,,cancelled
ORDER_000241,CUST_7395,2026-03-24 09:08:57.903214,954.3892912325615,completed
ORDER_000242,CUST_2008,2026-03-21 09:08:57.903215,915.715746318244,completed
ORDER_000243,CUST_8781,2026-04-17 09:08:57.903217,376.45711325288994,completed
ORDER_000244,CUST_9917,2026-02-09 09:08:57.903218,25.302050363578754,pending
ORDER_000245,CUST_6122,2026-02-16 09:08:57.903219,929.0353769618481,cancelled
ORDER_000246,CUST_9736,2026-01-20 09:08:57.903220,433.9023068341412,cancelled
ORDER_000247,CUST_8050,2026-04-17 09:08:57.903221,966.9882708532328,completed
ORDER_000248,CUST_3778,2026-03-01 09:08:57.903223,963.9837773183604,cancelled
ORDER_000249,CUST_1427,2026-03-26 09:08:57.903224,854.4793609126865,completed
ORDER_000250,,2026-03-16 09:08:57.903225,301.5044031488898,pending
ORDER_000251,CUST_7731,2026-01-26 09:08:57.903226,391.246751315906,pending
ORDER_000252,CUST_3842,2026-02-03 09:08:57.903228,852.6253048016883,completed
ORDER_000253,CUST_8424,2026-01-29 09:08:57.903229,323.75278510471486,completed
ORDER_000254,CUST_2621,2026-04-17 09:08:57.903230,177.79781921923157,cancelled
ORDER_000255,CUST_9811,2026-02-14 09:08:57.903231,,cancelled
ORDER_000256,CUST_6168,2026-02-19 09:08:57.903233,936.7932264191732,pending
ORDER_000257,CUST_1955,2026-04-13 09:08:57.903234,699.0694987082233,completed
ORDER_000258,CUST_1015,2026-02-02 09:08:57.903235,574.3605583884713,completed
ORDER_000259,CUST_5899,2026-03-03 09:08:57.903237,106.20472883306086,pending
ORDER_000260,,2026-04-03 09:08:57.903238,6188.5715443217805,cancelled
ORDER_000261,CUST_7931,2026-03-30 09:08:57.903239,990.1533116032207,completed
ORDER_000262,CUST_7721,2026-03-10 09:08:57.903241,148.6831750841588,pending
ORDER_000263,CUST_8261,2026-01-25 09:08:57.903242,523.1463558400993,cancelled
ORDER_000264,CUST_2043,2026-03-12 09:08:57.903243,878.5993412086759,completed
ORDER_000265,CUST_4422,2026-04-17 09:08:57.903244,743.3609315766624,cancelled
ORDER_000266,CUST_1222,2026-02-04 09:08:57.903246,700.0455835853153,pending
ORDER_000267,CUST_2589,2026-02-28 09:08:57.903247,705.4592431472382,cancelled
ORDER_000268,CUST_8903,2026-03-13 09:08:57.903248,365.89623970755764,pending
ORDER_000269,CUST_6405,2026-03-24 09:08:57.903250,300.6559258218484,cancelled
ORDER_000270,,2026-03-01 09:08:57.903251,,completed
ORDER_000271,CUST_6028,2026-02-24 09:08:57.903252,812.012260732389,completed
ORDER_000272,CUST_5616,2026-03-06 09:08:57.903253,868.4015953943026,pending
ORDER_000273,CUST_8798,2026-02-06 09:08:57.903255,914.1081470309066,completed
ORDER_000274,CUST_4332,2026-04-08 09:08:57.903256,516.2289748723284,completed
ORDER_000275,CUST_2151,2026-04-03 09:08:57.903257,506.5011317403276,pending
ORDER_000276,CUST_9415,2026-02-17 09:08:57.903259,800.3122271771074,cancelled
ORDER_000277,CUST_6628,2026-01-21 09:08:57.903260,653.4642914699875,completed
ORDER_000278,CUST_1706,2026-04-19 09:08:57.903261,704.9472084851263,cancelled
ORDER_000279,CUST_2492,2026-04-19 09:08:57.903262,797.83474274174,pending
ORDER_000280,,2026-04-17 09:08:57.903264,8911.052883993905,pending
ORDER_000281,CUST_8508,2026-04-13 09:08:57.903265,344.61520528302043,completed
ORDER_000282,CUST_5762,2026-03-19 09:08:57.903266,381.8271231135446,cancelled
ORDER_000283,CUST_7891,2026-02-17 09:08:57.903267,103.04212044246032,completed
ORDER_000284,CUST_9612,2026-04-18 09:08:57.903269,582.4973395862122,cancelled
ORDER_000285,CUST_6850,2026-02-19 09:08:57.903270,,cancelled
ORDER_000286,CUST_8190,2026-01-22 09:08:57.903271,470.94203795113555,completed
ORDER_000287,CUST_2375,2026-03-20 09:08:57.903272,547.2181883605009,completed
ORDER_000288,CUST_8218,2026-02-03 09:08:57.903274,293.67583960700154,pending
ORDER_000289,CUST_7785,2026-04-10 09:08:57.903275,594.9249279633207,completed
ORDER_000290,,2026-04-09 09:08:57.903276,40.195247439658935,completed
ORDER_000291,CUST_9929,2026-03-13 09:08:57.903277,46.974706861722275,pending
ORDER_000292,CUST_3849,2026-04-15 09:08:57.903279,824.3745550530617,cancelled
ORDER_000293,CUST_7096,2026-02-21 09:08:57.903280,366.58873499715025,pending
ORDER_000294,CUST_6417,2026-01-20 09:08:57.903281,135.78990752536595,completed
ORDER_000295,CUST_8183,2026-02-14 09:08:57.903283,527.0208274542563,cancelled
ORDER_000296,CUST_7720,2026-03-31 09:08:57.903284,772.2936175676248,pending
ORDER_000297,CUST_7219,2026-03-31 09:08:57.903285,223.66281722187475,cancelled
ORDER_000298,CUST_5713,2026-02-24 09:08:57.903286,626.6615710608103,cancelled
ORDER_000299,CUST_2095,2026-04-12 09:08:57.903288,94.49399034383032,cancelled
ORDER_000300,,2026-02-06 09:08:57.903289,,pending
ORDER_000301,CUST_3137,2026-03-14 09:08:57.903290,536.0410852524665,completed
ORDER_000302,CUST_5623,2026-04-15 09:08:57.903292,545.2287703940054,pending
ORDER_000303,CUST_4856,2026-01-26 09:08:57.903293,641.0556024832244,cancelled
ORDER_000304,CUST_8596,2026-02-21 09:08:57.903295,728.8304203854349,cancelled
ORDER_000305,CUST_9968,2026-03-22 09:08:57.903296,976.0935586679093,cancelled
ORDER_000306,CUST_6494,2026-01-31 09:08:57.903297,521.1373448181834,completed
ORDER_000307,CUST_8980,2026-02-20 09:08:57.903299,329.7269082118335,cancelled
ORDER_000308,CUST_9991,2026-04-18 09:08:57.903300,797.2343328210167,pending
ORDER_000309,CUST_9632,2026-03-02 09:08:57.903302,278.12392874945346,completed
ORDER_000310,,2026-02-05 09:08:57.903303,444.58170649857976,pending
ORDER_000311,CUST_6977,2026-01-28 09:08:57.903304,87.67181752884329,completed
ORDER_000312,CUST_6920,2026-01-30 09:08:57.903306,35.09723598130294,pending
ORDER_000313,CUST_3198,2026-03-01 09:08:57.903307,963.0219305311458,cancelled
ORDER_000314,CUST_2785,2026-03-28 09:08:57.903309,837.6203193070837,cancelled
ORDER_000315,CUST_8659,2026-04-15 09:08:57.903310,,cancelled
ORDER_000316,CUST_1812,2026-03-23 09:08:57.903311,414.86341497012717,completed
ORDER_000317,CUST_6390,2026-03-27 09:08:57.903313,181.5613768701373,completed
ORDER_000318,CUST_6243,2026-02-15 09:08:57.903314,164.8726722443752,pending
ORDER_000319,CUST_5551,2026-02-28 09:08:57.903315,257.74046918294937,cancelled
ORDER_000320,,2026-03-14 09:08:57.903317,5537.343980590593,cancelled
ORDER_000321,CUST_9013,2026-03-31 09:08:57.903318,717.4499634730618,pending
ORDER_000322,CUST_4459,2026-02-08 09:08:57.903319,663.595402950554,completed
ORDER_000323,CUST_7242,2026-02-13 09:08:57.903321,287.1345579764834,completed
ORDER_000324,CUST_3651,2026-03-22 09:08:57.903322,955.3166278565621,completed
ORDER_000325,CUST_8672,2026-04-17 09:08:57.903323,740.5179475288109,pending
ORDER_000326,CUST_5228,2026-03-11 09:08:57.903325,558.8105119862867,completed
ORDER_000327,CUST_5796,2026-01-28 09:08:57.903326,615.6035387720087,pending
ORDER_000328,CUST_4883,2026-03-19 09:08:57.903327,425.40406180351204,cancelled
ORDER_000329,CUST_2696,2026-03-23 09:08:57.903329,255.25367960614588,pending
ORDER_000330,,2026-04-19 09:08:57.903330,,cancelled
ORDER_000331,CUST_5415,2026-03-20 09:08:57.903331,760.2676493597254,completed
ORDER_000332,CUST_1842,2026-02-10 09:08:57.903332,24.24955374345831,pending
ORDER_000333,CUST_7337,2026-04-11 09:08:57.903334,124.91191410184707,cancelled
ORDER_000334,CUST_7716,2026-02-28 09:08:57.903335,55.54261560153522,completed
ORDER_000335,CUST_7473,2026-03-04 09:08:57.903336,50.32151429578043,pending
