order_id,product_name
ORDER_000131,化妆品
ORDER_000131,水果
ORDER_000131,蔬菜
ORDER_000132,零食
ORDER_000132,鸡蛋
ORDER_000133,面包
ORDER_000133,牙膏
ORDER_000133,牛奶
ORDER_000133,电子产品
ORDER_000134,电子产品
ORDER_000134,纸巾
ORDER_000134,服装
ORDER_000134,水果
ORDER_000135,洗发水
ORDER_000135,电子产品
ORDER_000136,纸巾
ORDER_000136,饮料
ORDER_000136,鸡蛋
ORDER_000137,面包
ORDER_000137,牛奶
ORDER_000137,化妆品
ORDER_000137,鸡蛋
ORDER_000138,牛奶
ORDER_000138,肉类
ORDER_000139,洗发水
ORDER_000139,电子产品
ORDER_000139,零食
ORDER_000139,饮料
ORDER_000140,面包
ORDER_000140,牙膏
ORDER_000140,水果
ORDER_000141,洗发水
ORDER_000141,纸巾
ORDER_000142,服装
ORDER_000142,牙膏
ORDER_000142,纸巾
ORDER_000142,面包
ORDER_000143,零食
ORDER_000143,牛奶
ORDER_000143,水果
ORDER_000144,洗涤剂
ORDER_000144,饮料
ORDER_000144,牙膏
ORDER_000144,面包
ORDER_000145,纸巾
ORDER_000145,饮料
ORDER_000145,零食
ORDER_000146,面包
ORDER_000147,水果
ORDER_000147,洗涤剂
ORDER_000147,牙膏
ORDER_000148,牙膏
ORDER_000148,牛奶
ORDER_000148,肉类
ORDER_000149,水果
ORDER_000149,面包
ORDER_000149,肉类
ORDER_000150,纸巾
ORDER_000150,电子产品
ORDER_000150,服装
ORDER_000151,服装
ORDER_000151,蔬菜
ORDER_000151,牙膏
ORDER_000151,洗发水
ORDER_000151,水果
ORDER_000152,服装
ORDER_000152,牙膏
ORDER_000152,鸡蛋
ORDER_000152,洗涤剂
ORDER_000153,化妆品
ORDER_000153,零食
ORDER_000153,洗发水
ORDER_000153,面包
ORDER_000153,肉类
ORDER_000154,蔬菜
ORDER_000154,化妆品
ORDER_000155,肉类
ORDER_000155,洗发水
ORDER_000156,鸡蛋
ORDER_000157,化妆品
ORDER_000157,纸巾
ORDER_000157,洗发水
ORDER_000157,肉类
ORDER_000158,电子产品
ORDER_000159,化妆品
ORDER_000159,肉类
ORDER_000159,零食
ORDER_000160,洗发水
ORDER_000160,零食
ORDER_000160,化妆品
ORDER_000160,饮料
ORDER_000160,肉类
ORDER_000161,服装
ORDER_000161,纸巾
ORDER_000161,肉类
ORDER_000162,水果
ORDER_000163,牛奶
ORDER_000163,饮料
ORDER_000163,面包
ORDER_000163,零食
ORDER_000164,牛奶
ORDER_000164,洗涤剂
ORDER_000164,蔬菜
ORDER_000164,水果
ORDER_000165,洗涤剂
ORDER_000165,零食
ORDER_000166,牛奶
ORDER_000166,鸡蛋
ORDER_000167,零食
ORDER_000167,蔬菜
ORDER_000167,服装
ORDER_000167,面包
ORDER_000168,肉类
ORDER_000168,饮料
ORDER_000168,服装
ORDER_000169,牛奶
ORDER_000169,电子产品
ORDER_000169,面包
ORDER_000169,肉类
ORDER_000170,化妆品
ORDER_000170,纸巾
ORDER_000170,零食
ORDER_000171,零食
ORDER_000172,电子产品
ORDER_000172,饮料
ORDER_000172,肉类
ORDER_000173,纸巾
ORDER_000173,洗涤剂
ORDER_000174,肉类
ORDER_000174,服装
ORDER_000174,洗涤剂
ORDER_000175,服装
ORDER_000175,肉类
ORDER_000176,零食
ORDER_000176,蔬菜
ORDER_000176,鸡蛋
ORDER_000177,鸡蛋
ORDER_000177,服装
ORDER_000177,牛奶
ORDER_000177,电子产品
ORDER_000178,水果
ORDER_000179,化妆品
ORDER_000179,服装
ORDER_000179,洗发水
ORDER_000179,肉类
ORDER_000180,牛奶
ORDER_000180,面包
ORDER_000180,洗涤剂
ORDER_000180,牙膏
ORDER_000180,洗发水
ORDER_000181,洗发水
ORDER_000181,鸡蛋
ORDER_000182,电子产品
ORDER_000182,肉类
ORDER_000182,洗涤剂
ORDER_000183,水果
ORDER_000184,饮料
ORDER_000184,化妆品
ORDER_000184,纸巾
ORDER_000184,洗发水
ORDER_000185,水果
ORDER_000185,面包
ORDER_000186,牙膏
ORDER_000187,零食
ORDER_000187,蔬菜
ORDER_000187,电子产品
ORDER_000187,肉类
ORDER_000187,牛奶
ORDER_000188,纸巾
ORDER_000188,服装
ORDER_000188,牛奶
ORDER_000189,饮料
ORDER_000190,鸡蛋
ORDER_000190,洗涤剂
ORDER_000190,电子产品
ORDER_000191,肉类
ORDER_000191,洗发水
ORDER_000191,零食
ORDER_000191,服装
ORDER_000192,鸡蛋
ORDER_000192,零食
ORDER_000193,肉类
ORDER_000193,鸡蛋
ORDER_000193,零食
ORDER_000193,洗发水
ORDER_000193,纸巾
ORDER_000194,电子产品
ORDER_000195,鸡蛋
ORDER_000195,面包
ORDER_000195,服装
ORDER_000195,水果
ORDER_000195,化妆品
ORDER_000196,零食
ORDER_000196,纸巾
ORDER_000197,饮料
ORDER_000197,零食
ORDER_000198,面包
ORDER_000198,肉类
ORDER_000198,化妆品
ORDER_000199,洗发水
ORDER_000200,洗涤剂
ORDER_000201,洗涤剂
ORDER_000202,面包
ORDER_000203,水果
ORDER_000203,牙膏
ORDER_000203,洗发水
ORDER_000203,面包
ORDER_000203,化妆品
ORDER_000204,鸡蛋
ORDER_000205,零食
ORDER_000206,洗发水
ORDER_000206,饮料
ORDER_000206,化妆品
ORDER_000207,零食
ORDER_000207,水果
ORDER_000207,饮料
ORDER_000208,牛奶
ORDER_000208,面包
ORDER_000209,蔬菜
ORDER_000209,肉类
ORDER_000209,鸡蛋
ORDER_000210,鸡蛋
ORDER_000211,牙膏
ORDER_000211,牛奶
ORDER_000211,水果
ORDER_000212,电子产品
ORDER_000212,纸巾
ORDER_000212,牙膏
ORDER_000212,饮料
ORDER_000213,零食
ORDER_000213,鸡蛋
ORDER_000213,水果
ORDER_000214,化妆品
ORDER_000215,饮料
ORDER_000215,牛奶
ORDER_000215,服装
ORDER_000215,纸巾
ORDER_000216,面包
ORDER_000216,饮料
ORDER_000216,牛奶
ORDER_000216,洗发水
ORDER_000216,鸡蛋
ORDER_000217,面包
ORDER_000217,服装
ORDER_000217,洗发水
ORDER_000217,牙膏
ORDER_000217,纸巾
ORDER_000218,零食
ORDER_000218,纸巾
ORDER_000218,肉类
ORDER_000219,鸡蛋
ORDER_000219,牛奶
ORDER_000220,零食
ORDER_000220,面包
ORDER_000220,化妆品
ORDER_000221,肉类
ORDER_000222,零食
ORDER_000223,面包
ORDER_000223,饮料
ORDER_000223,牛奶
ORDER_000223,肉类
ORDER_000224,纸巾
ORDER_000224,牛奶
ORDER_000224,化妆品
ORDER_000224,水果
ORDER_000225,饮料
ORDER_000225,牙膏
ORDER_000225,蔬菜
ORDER_000225,鸡蛋
ORDER_000225,服装
ORDER_000226,牛奶
ORDER_000226,肉类
ORDER_000226,洗涤剂
ORDER_000227,牙膏
ORDER_000227,洗发水
ORDER_000228,纸巾
ORDER_000228,水果
ORDER_000228,服装
ORDER_000228,化妆品
ORDER_000228,肉类
ORDER_000229,零食
ORDER_000229,面包
ORDER_000229,洗涤剂
ORDER_000229,化妆品
ORDER_000229,牛奶
ORDER_000230,鸡蛋
ORDER_000230,牛奶
ORDER_000231,电子产品
ORDER_000232,零食
ORDER_000232,电子产品
ORDER_000232,面包
ORDER_000233,饮料
ORDER_000233,面包
ORDER_000233,鸡蛋
ORDER_000233,水果
ORDER_000234,蔬菜
ORDER_000234,鸡蛋
ORDER_000235,洗涤剂
ORDER_000235,饮料
ORDER_000235,化妆品
ORDER_000236,电子产品
ORDER_000236,洗涤剂
ORDER_000237,洗发水
ORDER_000238,饮料
ORDER_000238,面包
ORDER_000238,牛奶
ORDER_000238,鸡蛋
ORDER_000238,蔬菜
ORDER_000239,蔬菜
ORDER_000239,牙膏
ORDER_000239,洗涤剂
ORDER_000239,水果
ORDER_000239,服装
ORDER_000240,鸡蛋
ORDER_000240,洗发水
ORDER_000240,牙膏
ORDER_000240,蔬菜
ORDER_000241,肉类
ORDER_000241,化妆品
ORDER_000241,洗涤剂
ORDER_000241,饮料
ORDER_000241,电子产品
ORDER_000242,牙膏
ORDER_000242,牛奶
ORDER_000242,水果
ORDER_000242,饮料
ORDER_000242,鸡蛋
ORDER_000243,牙膏
ORDER_000243,肉类
ORDER_000243,洗涤剂
ORDER_000243,饮料
ORDER_000243,水果
ORDER_000244,电子产品
ORDER_000244,零食
ORDER_000244,洗涤剂
ORDER_000245,服装
ORDER_000245,洗发水
ORDER_000245,牙膏
ORDER_000245,饮料
ORDER_000245,肉类
ORDER_000246,洗涤剂
ORDER_000246,零食
ORDER_000246,纸巾
ORDER_000247,鸡蛋
ORDER_000248,水果
ORDER_000248,服装
ORDER_000248,化妆品
ORDER_000248,面包
ORDER_000248,牙膏
ORDER_000249,蔬菜
ORDER_000249,饮料
ORDER_000249,肉类
ORDER_000250,洗发水
ORDER_000250,化妆品
ORDER_000250,纸巾
ORDER_000250,饮料
ORDER_000250,蔬菜
ORDER_000251,水果
ORDER_000251,零食
ORDER_000252,零食
ORDER_000252,洗发水
ORDER_000253,饮料
ORDER_000253,鸡蛋
ORDER_000253,化妆品
ORDER_000253,蔬菜
ORDER_000253,洗发水
ORDER_000254,蔬菜
ORDER_000254,洗发水
ORDER_000255,水果
ORDER_000255,洗发水
ORDER_000255,蔬菜
ORDER_000255,化妆品
ORDER_000255,零食
ORDER_000256,牙膏
ORDER_000256,肉类
ORDER_000256,化妆品
ORDER_000256,纸巾
ORDER_000256,牛奶
ORDER_000257,洗涤剂
ORDER_000257,水果
ORDER_000258,化妆品
ORDER_000258,肉类
ORDER_000258,零食
ORDER_000258,水果
ORDER_000258,蔬菜
ORDER_000259,鸡蛋
ORDER_000259,电子产品
ORDER_000259,蔬菜
ORDER_000259,纸巾
ORDER_000259,饮料
ORDER_000260,纸巾
ORDER_000260,面包
ORDER_000260,鸡蛋
ORDER_000260,水果
ORDER_000260,蔬菜
ORDER_000261,饮料
ORDER_000262,牙膏
ORDER_000262,纸巾
ORDER_000262,零食
ORDER_000263,洗涤剂
ORDER_000263,纸巾
ORDER_000264,牛奶
ORDER_000264,水果
ORDER_000264,鸡蛋
ORDER_000264,洗涤剂
ORDER_000264,面包
ORDER_000265,鸡蛋
ORDER_000265,化妆品
ORDER_000265,洗涤剂
ORDER_000265,牛奶
ORDER_000266,洗涤剂
ORDER_000266,面包
ORDER_000267,电子产品
ORDER_000267,肉类
ORDER_000267,牛奶
ORDER_000268,电子产品
ORDER_000268,牛奶
ORDER_000268,水果
ORDER_000269,饮料
ORDER_000269,电子产品
ORDER_000269,牙膏
ORDER_000269,牛奶
ORDER_000270,纸巾
ORDER_000270,零食
ORDER_000270,饮料
ORDER_000270,蔬菜
ORDER_000270,鸡蛋
ORDER_000271,水果
ORDER_000271,饮料
ORDER_000271,纸巾
ORDER_000271,蔬菜
ORDER_000272,服装
ORDER_000272,牛奶
ORDER_000273,牙膏
ORDER_000274,纸巾
ORDER_000274,洗涤剂
ORDER_000274,洗发水
ORDER_000274,水果
ORDER_000275,纸巾
ORDER_000275,洗发水
ORDER_000275,电子产品
ORDER_000275,水果
ORDER_000276,饮料
ORDER_000276,牛奶
ORDER_000277,肉类
ORDER_000277,饮料
ORDER_000277,电子产品
ORDER_000277,鸡蛋
ORDER_000277,蔬菜
ORDER_000278,洗发水
ORDER_000278,纸巾
ORDER_000278,肉类
ORDER_000279,牛奶
ORDER_000280,面包
ORDER_000280,鸡蛋
ORDER_000280,电子产品
ORDER_000280,水果
ORDER_000280,零食
ORDER_000281,零食
ORDER_000281,牙膏
ORDER_000281,洗发水
ORDER_000281,电子产品
ORDER_000282,肉类
ORDER_000283,牙膏
ORDER_000283,鸡蛋
ORDER_000283,洗涤剂
ORDER_000284,电子产品
ORDER_000284,肉类
ORDER_000284,纸巾
ORDER_000284,零食
ORDER_000285,电子产品
ORDER_000285,蔬菜
ORDER_000286,牛奶
ORDER_000287,零食
ORDER_000287,鸡蛋
ORDER_000287,化妆品
ORDER_000287,面包
ORDER_000287,洗发水
ORDER_000288,服装
ORDER_000288,水果
ORDER_000289,蔬菜
ORDER_000289,洗涤剂
ORDER_000289,电子产品
ORDER_000289,鸡蛋
ORDER_000289,服装
ORDER_000290,服装
ORDER_000291,化妆品
ORDER_000291,鸡蛋
ORDER_000291,洗涤剂
ORDER_000291,牙膏
ORDER_000291,零食
ORDER_000292,饮料
ORDER_000292,面包
ORDER_000292,化妆品
ORDER_000292,洗发水
ORDER_000293,牙膏
ORDER_000293,服装
ORDER_000293,化妆品
ORDER_000293,面包
ORDER_000293,洗发水
ORDER_000294,洗涤剂
ORDER_000294,肉类
ORDER_000294,蔬菜
ORDER_000294,零食
ORDER_000294,洗发水
ORDER_000295,面包
ORDER_000296,牙膏
ORDER_000296,牛奶
ORDER_000296,纸巾
ORDER_000296,鸡蛋
ORDER_000296,服装
ORDER_000297,纸巾
ORDER_000298,鸡蛋
ORDER_000298,饮料
ORDER_000298,牛奶
ORDER_000299,面包
ORDER_000299,牙膏
ORDER_000299,牛奶
ORDER_000299,水果
ORDER_000300,电子产品
ORDER_000301,化妆品
ORDER_000302,洗涤剂
ORDER_000303,蔬菜
ORDER_000304,电子产品
ORDER_000305,电子产品
ORDER_000305,面包
ORDER_000305,水果
ORDER_000305,洗涤剂
ORDER_000305,肉类
ORDER_000306,面包
ORDER_000307,洗涤剂
ORDER_000307,纸巾
ORDER_000308,洗发水
ORDER_000308,鸡蛋
ORDER_000308,零食
ORDER_000309,面包
ORDER_000309,电子产品
ORDER_000309,牛奶
ORDER_000309,饮料
ORDER_000309,零食
ORDER_000310,零食
ORDER_000310,洗发水
ORDER_000310,化妆品
ORDER_000310,肉类
ORDER_000310,牛奶
ORDER_000311,鸡蛋
ORDER_000311,洗涤剂
ORDER_000311,牛奶
ORDER_000311,零食
ORDER_000312,牙膏
ORDER_000312,饮料
ORDER_000312,牛奶
ORDER_000312,鸡蛋
ORDER_000312,零食
ORDER_000313,零食
ORDER_000313,肉类
ORDER_000313,洗发水
ORDER_000313,纸巾
ORDER_000314,纸巾
ORDER_000314,洗发水
ORDER_000315,服装
ORDER_000315,面包
ORDER_000316,鸡蛋
ORDER_000317,面包
ORDER_000317,化妆品
ORDER_000317,服装
ORDER_000317,洗涤剂
ORDER_000317,肉类
ORDER_000318,牙膏
ORDER_000318,鸡蛋
ORDER_000318,纸巾
ORDER_000318,饮料
ORDER_000319,零食
ORDER_000319,肉类
ORDER_000320,化妆品
ORDER_000321,水果
ORDER_000321,蔬菜
ORDER_000321,饮料
ORDER_000321,洗发水
ORDER_000321,服装
ORDER_000322,水果
ORDER_000322,牛奶
ORDER_000322,服装
ORDER_000323,化妆品
ORDER_000323,纸巾
ORDER_000323,牛奶
ORDER_000324,牙膏
ORDER_000324,面包
ORDER_000324,纸巾
ORDER_000324,零食
ORDER_000324,服装
ORDER_000325,水果
ORDER_000325,零食
ORDER_000326,零食
ORDER_000326,鸡蛋
ORDER_000326,洗发水
ORDER_000326,化妆品
ORDER_000327,洗涤剂
ORDER_000328,电子产品
ORDER_000328,面包
ORDER_000328,洗发水
ORDER_000328,牙膏
ORDER_000329,蔬菜
ORDER_000329,电子产品
ORDER_000329,洗发水
ORDER_000329,肉类
ORDER_000330,牙膏
ORDER_000331,鸡蛋
ORDER_000331,纸巾
ORDER_000332,面包
ORDER_000332,牛奶
ORDER_000332,水果
ORDER_000332,纸巾
ORDER_000333,水果
ORDER_000333,饮料
ORDER_000333,纸巾
ORDER_000333,面包
ORDER_000333,蔬菜
ORDER_000334,电子产品
ORDER_000334,水果
ORDER_000334,肉类
ORDER_000335,面包
ORDER_000335,牛奶
ORDER_000335,服装
ORDER_000335,纸巾
ORDER_000335,水果
ORDER_000336,肉类
ORDER_000337,洗涤剂
ORDER_000337,服装
ORDER_000337,面包
ORDER_000337,洗发水
ORDER_000338,洗发水
ORDER_000339,洗发水
ORDER_000339,化妆品
ORDER_000339,牙膏
ORDER_000339,纸巾
ORDER_000339,肉类
ORDER_000340,电子产品
ORDER_000340,零食
ORDER_000340,洗发水
ORDER_000340,牙膏
ORDER_000340,蔬菜
ORDER_000341,纸巾
ORDER_000341,鸡蛋
ORDER_000341,电子产品
ORDER_000341,蔬菜
ORDER_000341,牛奶
ORDER_000342,电子产品
ORDER_000342,肉类
ORDER_000342,化妆品
ORDER_000343,饮料
ORDER_000343,服装
ORDER_000344,服装
ORDER_000344,水果
ORDER_000344,零食
ORDER_000344,电子产品
ORDER_000345,化妆品
ORDER_000346,蔬菜
ORDER_000346,牛奶
ORDER_000346,肉类
ORDER_000346,洗发水
ORDER_000346,纸巾
ORDER_000347,饮料
ORDER_000348,牙膏
ORDER_000348,面包
ORDER_000349,鸡蛋
ORDER_000349,牛奶
ORDER_000350,牙膏
ORDER_000350,面包
ORDER_000350,肉类
ORDER_000351,鸡蛋
ORDER_000352,水果
ORDER_000352,洗涤剂
ORDER_000352,鸡蛋
ORDER_000352,服装
ORDER_000353,电子产品
ORDER_000353,零食
ORDER_000353,牛奶
ORDER_000354,面包
ORDER_000354,零食
ORDER_000354,牙膏
ORDER_000354,牛奶
ORDER_000354,电子产品
ORDER_000355,鸡蛋
ORDER_000356,水果
ORDER_000356,蔬菜
ORDER_000356,洗发水
ORDER_000356,化妆品
ORDER_000356,鸡蛋
ORDER_000357,洗发水
ORDER_000358,牙膏
ORDER_000358,肉类
ORDER_000358,水果
ORDER_000358,牛奶
ORDER_000358,饮料
ORDER_000359,服装
ORDER_000359,化妆品
ORDER_000359,洗涤剂
ORDER_000359,水果
ORDER_000360,面包
ORDER_000360,水果
ORDER_000360,零食
ORDER_000360,纸巾
ORDER_000361,服装
ORDER_000362,牛奶
ORDER_000362,洗涤剂
ORDER_000362,饮料
ORDER_000363,牙膏
ORDER_000364,洗发水
ORDER_000364,服装
ORDER_000364,面包
ORDER_000365,电子产品
