user_id,date,event_type
USER_0018,2026-04-15 09:08:57.707299,login
USER_0018,2026-04-21 09:08:57.707299,login
USER_0018,2026-04-22 09:08:57.707299,login
USER_0018,2026-04-27 09:08:57.707299,login
USER_0018,2026-04-28 09:08:57.707299,login
USER_0018,2026-05-04 09:08:57.707299,login
USER_0018,2026-05-07 09:08:57.707299,login
USER_0019,2026-03-08 09:08:57.707310,signup
USER_0019,2026-03-16 09:08:57.707310,login
USER_0019,2026-03-19 09:08:57.707310,login
USER_0019,2026-03-22 09:08:57.707310,login
USER_0019,2026-03-23 09:08:57.707310,login
USER_0019,2026-03-25 09:08:57.707310,login
USER_0020,2026-02-27 09:08:57.707317,signup
USER_0020,2026-03-01 09:08:57.707317,login
USER_0020,2026-03-05 09:08:57.707317,login
USER_0020,2026-03-07 09:08:57.707317,login
USER_0020,2026-03-08 09:08:57.707317,login
USER_0020,2026-03-13 09:08:57.707317,login
USER_0020,2026-03-14 09:08:57.707317,login
USER_0020,2026-03-17 09:08:57.707317,login
USER_0020,2026-03-18 09:08:57.707317,login
USER_0020,2026-03-24 09:08:57.707317,login
USER_0021,2026-02-22 09:08:57.707327,signup
USER_0021,2026-02-26 09:08:57.707327,login
USER_0021,2026-02-27 09:08:57.707327,login
USER_0021,2026-03-06 09:08:57.707327,login
USER_0021,2026-03-07 09:08:57.707327,login
USER_0021,2026-03-16 09:08:57.707327,login
USER_0021,2026-03-11 09:08:57.707327,purchase
USER_0022,2026-01-30 09:08:57.707336,signup
USER_0022,2026-01-31 09:08:57.707336,login
USER_0022,2026-02-05 09:08:57.707336,login
USER_0022,2026-02-09 09:08:57.707336,login
USER_0022,2026-02-16 09:08:57.707336,login
USER_0022,2026-02-18 09:08:57.707336,login
USER_0022,2026-02-21 09:08:57.707336,login
USER_0022,2026-02-23 09:08:57.707336,login
USER_0022,2026-02-25 09:08:57.707336,login
USER_0022,2026-02-26 09:08:57.707336,login
USER_0023,2026-04-19 09:08:57.707346,signup
USER_0023,2026-04-21 09:08:57.707346,login
USER_0023,2026-04-26 09:08:57.707346,login
USER_0023,2026-04-27 09:08:57.707346,login
USER_0023,2026-04-30 09:08:57.707346,login
USER_0023,2026-05-04 09:08:57.707346,login
USER_0023,2026-05-05 09:08:57.707346,login
USER_0023,2026-05-15 09:08:57.707346,login
USER_0023,2026-05-16 09:08:57.707346,login
USER_0023,2026-05-18 09:08:57.707346,login
USER_0024,2026-04-14 09:08:57.707356,signup
USER_0024,2026-04-17 09:08:57.707356,login
USER_0024,2026-04-24 09:08:57.707356,login
USER_0024,2026-04-28 09:08:57.707356,login
USER_0024,2026-04-30 09:08:57.707356,login
USER_0024,2026-05-03 09:08:57.707356,login
USER_0024,2026-05-05 09:08:57.707356,login
USER_0024,2026-05-07 09:08:57.707356,login
USER_0024,2026-05-08 09:08:57.707356,login
USER_0024,2026-04-16 09:08:57.707356,add_to_cart
USER_0025,2026-02-22 09:08:57.707367,signup
USER_0025,2026-02-23 09:08:57.707367,login
USER_0025,2026-02-25 09:08:57.707367,login
USER_0025,2026-02-26 09:08:57.707367,login
USER_0025,2026-02-27 09:08:57.707367,login
USER_0025,2026-03-02 09:08:57.707367,login
USER_0025,2026-03-04 09:08:57.707367,login
USER_0025,2026-03-06 09:08:57.707367,login
USER_0025,2026-03-14 09:08:57.707367,login
USER_0025,2026-03-15 09:08:57.707367,login
USER_0025,2026-03-18 09:08:57.707367,login
USER_0025,2026-03-21 09:08:57.707367,login
USER_0025,2026-03-23 09:08:57.707367,login
USER_0026,2026-03-20 09:08:57.707379,signup
USER_0026,2026-03-21 09:08:57.707379,login
USER_0026,2026-03-24 09:08:57.707379,login
USER_0026,2026-03-27 09:08:57.707379,login
USER_0026,2026-03-29 09:08:57.707379,login
USER_0026,2026-03-30 09:08:57.707379,login
USER_0026,2026-04-01 09:08:57.707379,login
USER_0026,2026-04-04 09:08:57.707379,login
USER_0026,2026-04-06 09:08:57.707379,login
USER_0026,2026-04-15 09:08:57.707379,login
USER_0026,2026-04-18 09:08:57.707379,login
USER_0027,2026-01-26 09:08:57.707390,signup
USER_0027,2026-02-06 09:08:57.707390,login
USER_0027,2026-02-08 09:08:57.707390,login
USER_0027,2026-02-22 09:08:57.707390,login
USER_0028,2026-04-09 09:08:57.707396,signup
USER_0028,2026-04-10 09:08:57.707396,login
USER_0028,2026-04-11 09:08:57.707396,login
USER_0028,2026-04-12 09:08:57.707396,login
USER_0028,2026-04-14 09:08:57.707396,login
USER_0028,2026-04-15 09:08:57.707396,login
USER_0028,2026-04-18 09:08:57.707396,login
USER_0028,2026-04-28 09:08:57.707396,login
USER_0028,2026-05-01 09:08:57.707396,login
USER_0028,2026-05-05 09:08:57.707396,login
USER_0028,2026-05-08 09:08:57.707396,login
USER_0028,2026-04-14 09:08:57.707396,add_to_cart
USER_0029,2026-03-23 09:08:57.707408,signup
USER_0029,2026-03-29 09:08:57.707408,login
USER_0029,2026-04-14 09:08:57.707408,login
USER_0029,2026-04-16 09:08:57.707408,login
USER_0029,2026-04-19 09:08:57.707408,login
USER_0030,2026-02-05 09:08:57.707415,signup
USER_0030,2026-02-18 09:08:57.707415,login
USER_0030,2026-02-20 09:08:57.707415,login
USER_0030,2026-02-21 09:08:57.707415,login
USER_0030,2026-02-22 09:08:57.707415,login
USER_0030,2026-02-23 09:08:57.707415,login
USER_0030,2026-02-25 09:08:57.707415,login
USER_0030,2026-02-26 09:08:57.707415,login
USER_0030,2026-02-28 09:08:57.707415,login
USER_0030,2026-03-02 09:08:57.707415,login
USER_0030,2026-03-05 09:08:57.707415,login
USER_0031,2026-02-11 09:08:57.707425,signup
USER_0031,2026-02-13 09:08:57.707425,login
USER_0031,2026-02-17 09:08:57.707425,login
USER_0031,2026-02-23 09:08:57.707425,login
USER_0031,2026-02-27 09:08:57.707425,login
USER_0031,2026-03-01 09:08:57.707425,login
USER_0031,2026-03-04 09:08:57.707425,login
USER_0031,2026-03-05 09:08:57.707425,login
USER_0031,2026-03-07 09:08:57.707425,login
USER_0031,2026-03-08 09:08:57.707425,login
USER_0031,2026-03-10 09:08:57.707425,login
USER_0032,2026-02-08 09:08:57.707436,signup
USER_0032,2026-02-09 09:08:57.707436,login
USER_0032,2026-02-18 09:08:57.707436,login
USER_0032,2026-02-19 09:08:57.707436,login
USER_0032,2026-02-24 09:08:57.707436,login
USER_0032,2026-02-25 09:08:57.707436,login
USER_0032,2026-02-28 09:08:57.707436,login
USER_0032,2026-03-01 09:08:57.707436,login
USER_0032,2026-03-03 09:08:57.707436,login
USER_0032,2026-03-04 09:08:57.707436,login
USER_0032,2026-03-08 09:08:57.707436,login
USER_0033,2026-01-27 09:08:57.707448,signup
USER_0033,2026-01-28 09:08:57.707448,login
USER_0033,2026-01-30 09:08:57.707448,login
USER_0033,2026-01-31 09:08:57.707448,login
USER_0033,2026-02-05 09:08:57.707448,login
USER_0033,2026-02-07 09:08:57.707448,login
USER_0033,2026-02-10 09:08:57.707448,login
USER_0033,2026-02-13 09:08:57.707448,login
USER_0033,2026-02-22 09:08:57.707448,login
USER_0034,2026-04-07 09:08:57.707458,signup
USER_0034,2026-04-09 09:08:57.707458,login
USER_0034,2026-04-12 09:08:57.707458,login
USER_0034,2026-04-18 09:08:57.707458,login
USER_0034,2026-04-20 09:08:57.707458,login
USER_0034,2026-04-24 09:08:57.707458,login
USER_0034,2026-04-25 09:08:57.707458,login
USER_0035,2026-04-09 09:08:57.707465,signup
USER_0035,2026-04-16 09:08:57.707465,login
USER_0035,2026-04-20 09:08:57.707465,login
USER_0035,2026-04-21 09:08:57.707465,login
USER_0035,2026-04-22 09:08:57.707465,login
USER_0035,2026-05-02 09:08:57.707465,login
USER_0036,2026-02-23 09:08:57.707472,signup
USER_0036,2026-02-26 09:08:57.707472,login
USER_0036,2026-03-01 09:08:57.707472,login
USER_0036,2026-03-04 09:08:57.707472,login
USER_0036,2026-03-06 09:08:57.707472,login
USER_0036,2026-03-08 09:08:57.707472,login
USER_0036,2026-03-11 09:08:57.707472,login
USER_0036,2026-03-12 09:08:57.707472,login
USER_0036,2026-03-14 09:08:57.707472,login
USER_0036,2026-03-18 09:08:57.707472,login
USER_0037,2026-02-28 09:08:57.707482,signup
USER_0037,2026-03-06 09:08:57.707482,login
USER_0037,2026-03-11 09:08:57.707482,login
USER_0037,2026-03-12 09:08:57.707482,login
USER_0037,2026-03-15 09:08:57.707482,login
USER_0037,2026-03-17 09:08:57.707482,login
USER_0037,2026-03-22 09:08:57.707482,login
USER_0037,2026-03-27 09:08:57.707482,login
USER_0038,2026-04-17 09:08:57.707491,signup
USER_0038,2026-04-20 09:08:57.707491,login
USER_0038,2026-04-22 09:08:57.707491,login
USER_0038,2026-04-24 09:08:57.707491,login
USER_0038,2026-04-25 09:08:57.707491,login
USER_0038,2026-04-26 09:08:57.707491,login
USER_0038,2026-04-28 09:08:57.707491,login
USER_0038,2026-04-29 09:08:57.707491,login
USER_0038,2026-05-02 09:08:57.707491,login
USER_0038,2026-05-04 09:08:57.707491,login
USER_0038,2026-05-05 09:08:57.707491,login
USER_0038,2026-05-06 09:08:57.707491,login
USER_0038,2026-05-08 09:08:57.707491,login
USER_0038,2026-05-10 09:08:57.707491,login
USER_0038,2026-05-12 09:08:57.707491,login
USER_0038,2026-05-13 09:08:57.707491,login
USER_0039,2026-04-16 09:08:57.707505,signup
USER_0039,2026-04-17 09:08:57.707505,login
USER_0039,2026-04-21 09:08:57.707505,login
USER_0039,2026-05-02 09:08:57.707505,login
USER_0040,2026-01-24 09:08:57.707511,signup
USER_0040,2026-01-26 09:08:57.707511,login
USER_0040,2026-01-28 09:08:57.707511,login
USER_0040,2026-01-29 09:08:57.707511,login
USER_0040,2026-02-01 09:08:57.707511,login
USER_0040,2026-02-02 09:08:57.707511,login
USER_0040,2026-02-03 09:08:57.707511,login
USER_0040,2026-02-06 09:08:57.707511,login
USER_0040,2026-02-10 09:08:57.707511,login
USER_0040,2026-02-13 09:08:57.707511,login
USER_0040,2026-02-17 09:08:57.707511,login
USER_0040,2026-02-22 09:08:57.707511,login
USER_0041,2026-02-05 09:08:57.707522,signup
USER_0041,2026-02-12 09:08:57.707522,login
USER_0041,2026-02-15 09:08:57.707522,login
USER_0041,2026-02-19 09:08:57.707522,login
USER_0041,2026-02-25 09:08:57.707522,login
USER_0041,2026-03-03 09:08:57.707522,login
USER_0041,2026-03-05 09:08:57.707522,login
USER_0041,2026-03-06 09:08:57.707522,login
USER_0041,2026-02-07 09:08:57.707522,add_to_cart
USER_0042,2026-02-15 09:08:57.707532,signup
USER_0042,2026-02-24 09:08:57.707532,login
USER_0042,2026-02-26 09:08:57.707532,login
USER_0042,2026-03-04 09:08:57.707532,login
USER_0042,2026-03-05 09:08:57.707532,login
USER_0042,2026-03-12 09:08:57.707532,login
USER_0043,2026-02-23 09:08:57.707539,signup
USER_0043,2026-02-24 09:08:57.707539,login
USER_0043,2026-03-05 09:08:57.707539,login
USER_0043,2026-03-10 09:08:57.707539,login
USER_0043,2026-03-11 09:08:57.707539,login
USER_0043,2026-03-12 09:08:57.707539,login
USER_0043,2026-03-13 09:08:57.707539,login
USER_0043,2026-03-14 09:08:57.707539,login
USER_0043,2026-03-15 09:08:57.707539,login
USER_0043,2026-03-16 09:08:57.707539,login
USER_0043,2026-03-17 09:08:57.707539,login
USER_0044,2026-03-28 09:08:57.707550,signup
USER_0044,2026-03-29 09:08:57.707550,login
USER_0044,2026-03-31 09:08:57.707550,login
USER_0044,2026-04-02 09:08:57.707550,login
USER_0044,2026-04-03 09:08:57.707550,login
USER_0044,2026-04-11 09:08:57.707550,login
USER_0044,2026-04-13 09:08:57.707550,login
USER_0044,2026-04-15 09:08:57.707550,login
USER_0044,2026-04-17 09:08:57.707550,login
USER_0044,2026-04-22 09:08:57.707550,login
USER_0044,2026-04-23 09:08:57.707550,login
USER_0044,2026-04-24 09:08:57.707550,login
USER_0044,2026-04-26 09:08:57.707550,login
USER_0044,2026-04-10 09:08:57.707550,add_to_cart
USER_0045,2026-02-27 09:08:57.707576,signup
USER_0045,2026-03-11 09:08:57.707576,login
USER_0045,2026-03-12 09:08:57.707576,login
USER_0045,2026-03-14 09:08:57.707576,login
USER_0045,2026-03-15 09:08:57.707576,login
USER_0045,2026-03-16 09:08:57.707576,login
USER_0045,2026-03-19 09:08:57.707576,login
USER_0045,2026-03-21 09:08:57.707576,login
USER_0045,2026-03-23 09:08:57.707576,login
USER_0046,2026-02-28 09:08:57.707586,signup
USER_0046,2026-03-02 09:08:57.707586,login
USER_0046,2026-03-19 09:08:57.707586,login
USER_0046,2026-03-24 09:08:57.707586,login
USER_0046,2026-03-26 09:08:57.707586,login
USER_0046,2026-03-27 09:08:57.707586,login
USER_0046,2026-03-28 09:08:57.707586,login
USER_0047,2026-04-07 09:08:57.707594,signup
USER_0047,2026-04-10 09:08:57.707594,login
USER_0047,2026-04-13 09:08:57.707594,login
USER_0047,2026-04-17 09:08:57.707594,login
USER_0047,2026-04-23 09:08:57.707594,login
USER_0047,2026-04-26 09:08:57.707594,login
USER_0047,2026-04-27 09:08:57.707594,login
USER_0047,2026-04-28 09:08:57.707594,login
USER_0047,2026-04-29 09:08:57.707594,login
USER_0047,2026-04-30 09:08:57.707594,login
USER_0047,2026-05-01 09:08:57.707594,login
USER_0047,2026-05-06 09:08:57.707594,login
USER_0048,2026-04-15 09:08:57.707605,signup
USER_0048,2026-04-16 09:08:57.707605,login
USER_0048,2026-04-18 09:08:57.707605,login
USER_0048,2026-04-22 09:08:57.707605,login
USER_0048,2026-04-23 09:08:57.707605,login
USER_0048,2026-04-24 09:08:57.707605,login
USER_0048,2026-05-01 09:08:57.707605,login
USER_0048,2026-05-03 09:08:57.707605,login
USER_0048,2026-05-04 09:08:57.707605,login
USER_0048,2026-05-09 09:08:57.707605,login
USER_0048,2026-05-10 09:08:57.707605,login
USER_0049,2026-03-16 09:08:57.707616,signup
USER_0049,2026-03-17 09:08:57.707616,login
USER_0049,2026-03-19 09:08:57.707616,login
USER_0049,2026-03-21 09:08:57.707616,login
USER_0049,2026-03-30 09:08:57.707616,login
USER_0049,2026-04-04 09:08:57.707616,login
USER_0049,2026-04-08 09:08:57.707616,login
USER_0050,2026-02-17 09:08:57.707623,signup
USER_0050,2026-02-21 09:08:57.707623,login
USER_0050,2026-02-22 09:08:57.707623,login
USER_0050,2026-02-23 09:08:57.707623,login
USER_0050,2026-02-24 09:08:57.707623,login
USER_0050,2026-02-27 09:08:57.707623,login
USER_0050,2026-03-03 09:08:57.707623,login
USER_0050,2026-03-06 09:08:57.707623,login
USER_0050,2026-03-08 09:08:57.707623,login
USER_0050,2026-03-09 09:08:57.707623,login
USER_0050,2026-03-11 09:08:57.707623,login
USER_0050,2026-03-12 09:08:57.707623,login
USER_0050,2026-03-14 09:08:57.707623,login
USER_0050,2026-03-18 09:08:57.707623,login
USER_0050,2026-02-27 09:08:57.707623,add_to_cart
USER_0051,2026-03-30 09:08:57.707637,signup
USER_0051,2026-04-01 09:08:57.707637,login
USER_0051,2026-04-06 09:08:57.707637,login
USER_0051,2026-04-08 09:08:57.707637,login
USER_0051,2026-04-12 09:08:57.707637,login
USER_0051,2026-04-25 09:08:57.707637,login
USER_0051,2026-04-28 09:08:57.707637,login
USER_0052,2026-02-27 09:08:57.707645,signup
USER_0052,2026-02-28 09:08:57.707645,login
USER_0052,2026-03-01 09:08:57.707645,login
USER_0052,2026-03-05 09:08:57.707645,login
USER_0052,2026-03-07 09:08:57.707645,login
USER_0052,2026-03-08 09:08:57.707645,login
USER_0052,2026-03-09 09:08:57.707645,login
USER_0052,2026-03-15 09:08:57.707645,login
USER_0052,2026-03-20 09:08:57.707645,login
USER_0053,2026-03-10 09:08:57.707655,signup
USER_0053,2026-03-16 09:08:57.707655,login
USER_0053,2026-03-17 09:08:57.707655,login
USER_0053,2026-03-18 09:08:57.707655,login
USER_0053,2026-03-20 09:08:57.707655,login
USER_0053,2026-03-23 09:08:57.707655,login
USER_0053,2026-03-24 09:08:57.707655,login
USER_0053,2026-03-27 09:08:57.707655,login
USER_0053,2026-04-01 09:08:57.707655,login
USER_0053,2026-04-02 09:08:57.707655,login
USER_0053,2026-04-07 09:08:57.707655,login
USER_0054,2026-04-09 09:08:57.707665,signup
USER_0054,2026-04-10 09:08:57.707665,login
USER_0054,2026-04-12 09:08:57.707665,login
USER_0054,2026-04-17 09:08:57.707665,login
USER_0054,2026-04-23 09:08:57.707665,login
USER_0054,2026-04-24 09:08:57.707665,login
USER_0054,2026-04-25 09:08:57.707665,login
USER_0054,2026-04-26 09:08:57.707665,login
USER_0054,2026-05-06 09:08:57.707665,login
USER_0054,2026-05-07 09:08:57.707665,login
USER_0055,2026-04-06 09:08:57.707675,signup
USER_0055,2026-04-12 09:08:57.707675,login
USER_0055,2026-04-20 09:08:57.707675,login
USER_0055,2026-04-23 09:08:57.707675,login
USER_0055,2026-04-25 09:08:57.707675,login
USER_0055,2026-04-27 09:08:57.707675,login
USER_0055,2026-05-02 09:08:57.707675,login
USER_0056,2026-01-27 09:08:57.707683,signup
USER_0056,2026-02-02 09:08:57.707683,login
USER_0056,2026-02-03 09:08:57.707683,login
USER_0056,2026-02-17 09:08:57.707683,login
USER_0056,2026-02-22 09:08:57.707683,login
USER_0057,2026-03-05 09:08:57.707690,signup
USER_0057,2026-03-06 09:08:57.707690,login
USER_0057,2026-03-08 09:08:57.707690,login
USER_0057,2026-03-11 09:08:57.707690,login
USER_0057,2026-03-12 09:08:57.707690,login
USER_0057,2026-03-13 09:08:57.707690,login
USER_0057,2026-03-15 09:08:57.707690,login
USER_0057,2026-03-22 09:08:57.707690,login
USER_0057,2026-03-30 09:08:57.707690,login
USER_0057,2026-04-01 09:08:57.707690,login
USER_0057,2026-04-03 09:08:57.707690,login
USER_0058,2026-02-25 09:08:57.707701,signup
USER_0058,2026-03-02 09:08:57.707701,login
USER_0058,2026-03-06 09:08:57.707701,login
USER_0058,2026-03-07 09:08:57.707701,login
USER_0058,2026-03-15 09:08:57.707701,login
USER_0058,2026-03-18 09:08:57.707701,login
USER_0058,2026-03-20 09:08:57.707701,login
USER_0058,2026-03-21 09:08:57.707701,login
USER_0058,2026-03-23 09:08:57.707701,login
USER_0058,2026-03-24 09:08:57.707701,login
USER_0059,2026-03-06 09:08:57.707712,signup
USER_0059,2026-03-09 09:08:57.707712,login
USER_0059,2026-03-19 09:08:57.707712,login
USER_0059,2026-03-21 09:08:57.707712,login
USER_0059,2026-03-26 09:08:57.707712,login
USER_0059,2026-03-30 09:08:57.707712,login
USER_0059,2026-04-04 09:08:57.707712,login
USER_0060,2026-03-13 09:08:57.707719,signup
USER_0060,2026-03-15 09:08:57.707719,login
USER_0060,2026-03-17 09:08:57.707719,login
USER_0060,2026-03-23 09:08:57.707719,login
USER_0060,2026-03-25 09:08:57.707719,login
USER_0060,2026-03-26 09:08:57.707719,login
USER_0060,2026-03-29 09:08:57.707719,login
USER_0060,2026-03-31 09:08:57.707719,login
USER_0060,2026-04-01 09:08:57.707719,login
USER_0060,2026-04-04 09:08:57.707719,login
USER_0060,2026-04-05 09:08:57.707719,login
USER_0060,2026-04-07 09:08:57.707719,login
USER_0061,2026-04-08 09:08:57.707730,signup
USER_0061,2026-04-12 09:08:57.707730,login
USER_0061,2026-04-18 09:08:57.707730,login
USER_0061,2026-04-19 09:08:57.707730,login
